ship_id,zh_CN,en,ja,zh_TW,ko,english_name,ship_type_zh,ship_type_en,nation_zh,nation_en,variant
307171,云龙,Unryuu,雲龍,雲龍,운류,IJN Unryū,正航,Aircraft Carrier,重樱,Sakura Empire,
308011,伊19,I-19,伊19,伊19,이19,IJN I19,潜艇,Submarine,重樱,Sakura Empire,
308021,伊26,I-26,伊26,伊26,이26,IJN I26,潜艇,Submarine,重樱,Sakura Empire,
308031,伊58,I-58,伊58,伊58,이58,IJN I58,潜艇,Submarine,重樱,Sakura Empire,
308041,伊25,I-25,伊25,伊25,이25,IJN I25,潜艇,Submarine,重樱,Sakura Empire,
308051,伊56,I-56,伊56,伊56,이56,IJN I56,潜艇,Submarine,重樱,Sakura Empire,
308061,伊168,I-168,伊168,伊168,이168,IJN I168,潜艇,Submarine,重樱,Sakura Empire,
312011,明石,Akashi,明石,明石,아카시,IJN Akashi,维修,Repair,重樱,Sakura Empire,
317011,伊13,I-13,伊13,伊13,이13,IJN I13,潜母,Aviation Submarine,重樱,Sakura Empire,
317021,伊404,I-404,伊404,伊404,이404,IJN I404,潜母,Aviation Submarine,重樱,Sakura Empire,
319011,樫野,Kashino,樫野,樫野,카시노,IJN Kashino,运输,Munition Ship,重樱,Sakura Empire,
399011,伊吹,Ibuki,伊吹,伊吹,이부키,IJN Ibuki,重巡,Heavy Cruiser,重樱,Sakura Empire,
399021,出云,Izumo,出雲,出雲,이즈모,IJN Izumo,战列,Battleship,重樱,Sakura Empire,
399031,北风,Kitakaze,北風,北風,키타카제,IJN Kitakaze,驱逐,Destroyer,重樱,Sakura Empire,
399041,吾妻,Azuma,吾妻,吾妻,아즈마,IJN Azuma,超巡,Large Cruiser,重樱,Sakura Empire,
399051,白龙,Hakuryuu,白龍,白龍,하쿠류,IJN Hakuryuu,正航,Aircraft Carrier,重樱,Sakura Empire,
399061,四万十,Shimanto,四万十,四萬十,시만토,IJN Shimanto,轻巡,Light Cruiser,重樱,Sakura Empire,
399071,大山,Daisen,大山,大山,다이센,IJN Daisen,战列,Battleship,重樱,Sakura Empire,
401011,Z1,Z1,Z1,Z1,Z1,KMS Leberecht Maass,驱逐,Destroyer,铁血,Iron Blood,
401021,Z2,Z2,Z2,Z2,Z2,KMS Georg Thiele,驱逐,Destroyer,铁血,Iron Blood,
401091,Z9,Z9,Z9,Z9,Z9,KMS Wolfgang Zenker,驱逐,Destroyer,铁血,Iron Blood,
401111,Z11,Z11,Z11,Z11,Z11,KMS Bernd von Arnim,驱逐,Destroyer,铁血,Iron Blood,
401131,Z13,Z13,Z13,Z13,Z13,KMS Erich Koellner,驱逐,Destroyer,铁血,Iron Blood,
401161,Z16,Z16,Z16,Z16,Z16,KMS Friedrich Eckoldt,驱逐,Destroyer,铁血,Iron Blood,
401181,Z18,Z18,Z18,Z18,Z18,KMS Hans Lüdemann,驱逐,Destroyer,铁血,Iron Blood,
401191,Z19,Z19,Z19,Z19,Z19,KMS Hermann Künne,驱逐,Destroyer,铁血,Iron Blood,
401201,Z20,Z20,Z20,Z20,Z20,KMS Karl Galster,驱逐,Destroyer,铁血,Iron Blood,
401211,Z21,Z21,Z21,Z21,Z21,KMS Wilhelm Heidkamp,驱逐,Destroyer,铁血,Iron Blood,
401231,Z23,Z23,Z23,Z23,Z23,KMS Z23,驱逐,Destroyer,铁血,Iron Blood,
401241,Z24,Z24,Z24,Z24,Z24,KMS Z24,驱逐,Destroyer,铁血,Iron Blood,
401251,Z25,Z25,Z25,Z25,Z25,KMS Z25,驱逐,Destroyer,铁血,Iron Blood,
401261,Z26,Z26,Z26,Z26,Z26,KMS Z26,驱逐,Destroyer,铁血,Iron Blood,
401281,Z28,Z28,Z28,Z28,Z28,KMS Z28,驱逐,Destroyer,铁血,Iron Blood,
401351,Z35,Z35,Z35,Z35,Z35,KMS Z35,驱逐,Destroyer,铁血,Iron Blood,
401361,Z36,Z36,Z36,Z36,Z36,KMS Z36,驱逐,Destroyer,铁血,Iron Blood,
401431,Z43,Z43,Z43,Z43,Z43,KMS Z43,驱逐,Destroyer,铁血,Iron Blood,
401461,Z46,Z46,Z46,Z46,Z46,KMS Z46,驱逐,Destroyer,铁血,Iron Blood,
401471,Z47,Z47,Z47,Z47,Z47,KMS Z47,驱逐,Destroyer,铁血,Iron Blood,
401521,Z52,Z52,Z52,Z52,Z52,KMS Z52,驱逐,Destroyer,铁血,Iron Blood,
401991,奥托·冯·阿尔文斯莱本,Otto von Alvensleben,オットー・フォン・アルフェンスレーベン,奧托·馮·阿爾文斯萊本,오토 폰 알벤슬레벤,KMS Otto von Alvensleben,驱逐,Destroyer,铁血,Iron Blood,
402011,柯尼斯堡,Königsberg,ケーニヒスベルク,柯尼斯堡,쾨니히스베르크,KMS Königsberg,轻巡,Light Cruiser,铁血,Iron Blood,
402021,卡尔斯鲁厄,Karlsruhe,カールスルーエ,卡爾斯魯厄,카를스루에,KMS Karlsruhe,轻巡,Light Cruiser,铁血,Iron Blood,
402031,科隆,Köln,ケルン,科隆,쾰른,KMS Köln,轻巡,Light Cruiser,铁血,Iron Blood,
402041,莱比锡,Leipzig,ライプツィヒ,萊比錫,라이프치히,KMS Leipzig,轻巡,Light Cruiser,铁血,Iron Blood,
402051,纽伦堡,Nürnberg,ニュルンベルク,紐倫堡,뉘른베르크,KMS Nürnberg,轻巡,Light Cruiser,铁血,Iron Blood,
402061,马格德堡,Magdeburg,マクデブルク,馬德堡,마그데부르크,KMS Magdeburg,轻巡,Light Cruiser,铁血,Iron Blood,
402071,埃姆登,Emden,エムデン,埃姆登,엠덴,SMS Emden,轻巡,Light Cruiser,铁血,Iron Blood,
402081,埃尔宾,Elbing,エルビング,埃爾賓,엘빙,SMS Elbing,轻巡,Light Cruiser,铁血,Iron Blood,
402101,雷根斯堡,Regensburg,レーゲンスブルク,雷根斯堡,레겐스부르크,KMS Regensburg,轻巡,Light Cruiser,铁血,Iron Blood,
402111,杜伊斯堡,Duisburg,デュイスブルク,杜伊斯堡,뒤스부르크,KMS Duisburg,轻巡,Light Cruiser,铁血,Iron Blood,
403011,希佩尔海军上将,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,아드미랄 히퍼,KMS Admiral Hipper,重巡,Heavy Cruiser,铁血,Iron Blood,
403021,布吕歇尔,Blücher,ブリュッヒャー,布呂歇爾,블뤼허,KMS Blücher,重巡,Heavy Cruiser,铁血,Iron Blood,
403031,欧根亲王,Prinz Eugen,プリンツ・オイゲン,歐根親王,프린츠 오이겐,KMS Prinz Eugen,重巡,Heavy Cruiser,铁血,Iron Blood,
403041,德意志,Deutschland,ドイッチュラント,德意志,도이칠란트,KMS Deutschland,重巡,Heavy Cruiser,铁血,Iron Blood,
403051,斯佩伯爵海军上将,Admiral Graf Spee,アドミラル・グラーフ・シュペー,施佩伯爵將軍,아드미랄 그라프 슈피,KMS Admiral Graf Spee,重巡,Heavy Cruiser,铁血,Iron Blood,
403071,希佩尔海军上将(μ兵装),Admiral Hipper μ,アドミラル·ヒッパー(μ兵装),希佩爾將軍(μ兵裝),아드미랄 히퍼(μ장비),KMS Admiral Hipper,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装
403081,罗恩(μ兵装),Roon μ,ローン(μ兵装),羅恩(μ兵裝),론(μ장비),KMS Roon,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装
403091,海因里希亲王,Prinz Heinrich,プリンツ・ハインリヒ,海因里希親王,프린츠 하인리히,KMS Prinz Heinrich,重巡,Heavy Cruiser,铁血,Iron Blood,
403101,阿达尔伯特亲王,Prinz Adalbert,プリンツ・アーダルベルト,阿達爾貝特親王,프린츠 아달베르트,KMS Prinz Adalbert,重巡,Heavy Cruiser,铁血,Iron Blood,
403111,约克,Yorck,ヨルク,約克,요르크,SMS Yorck,重巡,Heavy Cruiser,铁血,Iron Blood,
403121,小欧根,Little Prinz Eugen,プリンツ・オイゲンちゃん,小歐根,꼬마 프린츠 오이겐,KMS Prinz Eugen,重巡,Heavy Cruiser,铁血,Iron Blood,
403131,小斯佩,Little Spee,シュペーちゃん,小施佩,꼬마 슈피,KMS Admiral Graf Spee,重巡,Heavy Cruiser,铁血,Iron Blood,
403141,腓特烈·卡尔,Friedrich Carl,フリードリヒ・カール,腓特烈·卡爾,프리드리히 카를,KMS Friedrich Carl,重巡,Heavy Cruiser,铁血,Iron Blood,
403151,欧根亲王(μ兵装),Prinz Eugen μ,プリンツ・オイゲン(μ兵装),歐根親王(μ兵裝),프린츠 오이겐(μ장비),KMS Prinz Eugen,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装
403161,小埃吉尔,Little Ägir,エーギルちゃん,小埃吉爾,꼬마 에기르,KMS Ägir,超巡,Large Cruiser,铁血,Iron Blood,
404011,沙恩霍斯特,Scharnhorst,シャルンホルスト,沙恩霍斯特,샤른호르스트,KMS Scharnhorst,战巡,Battlecruiser,铁血,Iron Blood,
404021,格奈森瑙,Gneisenau,グナイゼナウ,格奈森瑙,그나이제나우,KMS Gneisenau,战巡,Battlecruiser,铁血,Iron Blood,
404031,塞德利茨,Seydlitz,ザイドリッツ,塞德利茨,자이틀리츠,SMS Seydlitz,战巡,Battlecruiser,铁血,Iron Blood,
404041,吕佐夫,Lützow,リュッツォウ,呂措,뤼초,SMS Lützow,战巡,Battlecruiser,铁血,Iron Blood,
404051,布伦希尔德,Brünhilde,ブリュンヒルデ,布倫希爾德,브륀힐드,KMS Brünhilde,战巡,Battlecruiser,铁血,Iron Blood,
404061,亚尔薇特,Alvitr,アルヴィト,亞爾薇特,알비트,KMS Alvitr,战巡,Battlecruiser,铁血,Iron Blood,
404071,曾克海军上将,Admiral Zenker,アドミラル・ツェンカー,曾克爾將軍,아드미랄 젠커,KMS Admiral Zenker,战巡,Battlecruiser,铁血,Iron Blood,
405011,俾斯麦,Bismarck,ビスマルク,俾斯麥,비스마르크,KMS Bismarck,战列,Battleship,铁血,Iron Blood,
405021,提尔比茨,Tirpitz,ティルピッツ,鐵必制,티르피츠,KMS Tirpitz,战列,Battleship,铁血,Iron Blood,
405031,乌尔里希·冯·胡滕,Ulrich von Hutten,ウルリッヒ・フォン・フッテン,烏爾里希·馮·胡滕,울리히 폰 후텐,KMS Ulrich von Hutten,战列,Battleship,铁血,Iron Blood,
405041,图林根,Thüringen,テューリンゲン,圖林根,튀링겐,SMS Thüringen,战列,Battleship,铁血,Iron Blood,
405051,俾斯麦Zwei,Bismarck Zwei,ビスマルクZwei,俾斯麥Zwei,비스마르크 Zwei,KMS Bismarck Zwei,战列,Battleship,铁血,Iron Blood,
405061,小腓特烈,Little Friedrich,フリードリヒちゃん,小腓特烈,꼬마 프리드리히,KMS Friedrich der Grosse,战列,Battleship,铁血,Iron Blood,
406011,威悉,Weser,ヴェーザー,威悉,베저,KMS Weser,轻航,Light Carrier,铁血,Iron Blood,
406021,易北,Elbe,エルベ,易北,엘베,KMS Elbe,轻航,Light Carrier,铁血,Iron Blood,
406031,亚德,Jade,ヤーデ,亞德,야드,KMS Jade,轻航,Light Carrier,铁血,Iron Blood,
407011,齐柏林伯爵,Graf Zeppelin,グラーフ・ツェッペリン,齊柏林伯爵,그라프 체펠린,KMS Graf Zeppelin,正航,Aircraft Carrier,铁血,Iron Blood,
407021,小齐柏林,Zeppy,ツェッペリンちゃん,小齊柏林,꼬마 그라프 체펠린,KMS Graf Zeppelin,正航,Aircraft Carrier,铁血,Iron Blood,
407031,彼得·史特拉塞,Peter Strasser,ペーター・シュトラッサー,彼得·史特拉塞,페터 슈트라서,KMS Peter Strasser,正航,Aircraft Carrier,铁血,Iron Blood,
407041,弗里茨·鲁梅,Fritz Rumey,フリッツ・ルメイ,弗里茨·魯梅,프리츠 루메이,KMS Fritz Rumey,正航,Aircraft Carrier,铁血,Iron Blood,
408011,U-81,U-81,U-81,U-81,U-81,KMS U-81,潜艇,Submarine,铁血,Iron Blood,
408021,U-47,U-47,U-47,U-47,U-47,KMS U-47,潜艇,Submarine,铁血,Iron Blood,
408031,U-557,U-557,U-557,U-557,U-557,KMS U-557,潜艇,Submarine,铁血,Iron Blood,
408041,U-556,U-556,U-556,U-556,U-556,KMS U-556,潜艇,Submarine,铁血,Iron Blood,
408051,U-73,U-73,U-73,U-73,U-73,KMS U-73,潜艇,Submarine,铁血,Iron Blood,
408061,U-101,U-101,U-101,U-101,U-101,KMS U-101,潜艇,Submarine,铁血,Iron Blood,
408071,U-522,U-522,U-522,U-522,U-522,KMS U-522,潜艇,Submarine,铁血,Iron Blood,
408081,U-110,U-110,U-110,U-110,U-110,KMS U-110,潜艇,Submarine,铁血,Iron Blood,
408091,U-96,U-96,U-96,U-96,U-96,KMS U-96,潜艇,Submarine,铁血,Iron Blood,
408101,U-37,U-37,U-37,U-37,U-37,KMS U-37,潜艇,Submarine,铁血,Iron Blood,
408111,U-410,U-410,U-410,U-410,U-410,KMS U-410,潜艇,Submarine,铁血,Iron Blood,
408121,U-1206,U-1206,U-1206,U-1206,U-1206,KMS U-1206,潜艇,Submarine,铁血,Iron Blood,
408131,U-31,U-31,U-31,U-31,U-31,KMS U-31,潜艇,Submarine,铁血,Iron Blood,
408141,U-552,U-552,U-552,U-552,U-552,KMS U-552,潜艇,Submarine,铁血,Iron Blood,
499011,罗恩,Roon,ローン,羅恩,론,KMS Roon,重巡,Heavy Cruiser,铁血,Iron Blood,
499021,腓特烈大帝,Friedrich der Große,フリードリヒ・デア・グローセ,腓特烈大帝,프리드리히 데어 그로세,KMS Friedrich der Große,战列,Battleship,铁血,Iron Blood,
499031,美因茨,Mainz,マインツ,美因茲,마인츠,KMS Mainz,轻巡,Light Cruiser,铁血,Iron Blood,
499041,奥丁,Odin,オーディン,奧丁,오딘,KMS Odin,战巡,Battlecruiser,铁血,Iron Blood,
499051,埃吉尔,Ägir,エーギル,埃吉爾,에기르,KMS Ägir,超巡,Large Cruiser,铁血,Iron Blood,
499061,奥古斯特·冯·帕塞瓦尔,August von Parseval,アウグスト・フォン・パーセヴァル,奧古斯特·馮·帕塞瓦爾,아우구스트 폰 파르제팔,KMS August von Parseval,正航,Aircraft Carrier,铁血,Iron Blood,
499071,鲁普雷希特亲王,Prinz Rupprecht,プリンツ・ループレヒト,魯普雷希特親王,프린츠 루프레히트,KMS Prinz Rupprecht,战巡,Battlecruiser,铁血,Iron Blood,
499081,菲利克斯·舒尔茨,Felix Schultz,フィリックス・シュルツ,菲利克斯·舒爾茨,펠릭스 슐츠,KMS Felix Schultz,驱逐,Destroyer,铁血,Iron Blood,
499091,兴登堡,Hindenburg,ヒンデンブルク,興登堡,힌덴부르크,KMS Hindenburg,重巡,Heavy Cruiser,铁血,Iron Blood,
499101,梅克伦堡,Mecklenburg,メークレンブルク,梅克倫堡,메클렌부르크,KMS Mecklenburg,战列,Battleship,铁血,Iron Blood,
501011,鞍山,An Shan,鞍山,鞍山,안샨,An Shan,驱逐,Destroyer,东煌,Dragon Empery,
501021,抚顺,Fu Shun,撫順,撫順,푸슌,Fu Shun,驱逐,Destroyer,东煌,Dragon Empery,
501031,长春,Chang Chun,長春,長春,창춘,Chang Chun,驱逐,Destroyer,东煌,Dragon Empery,
501041,太原,Tai Yuan,太原,太原,타이위안,Tai Yuan,驱逐,Destroyer,东煌,Dragon Empery,
501051,龙武,Lung Wu,龍武,龍武,롱우,Lung Wu,驱逐,Destroyer,东煌,Dragon Empery,
501061,虎贲,Hu Pen,虎賁,虎賁,후번,Hu Pen,驱逐,Destroyer,东煌,Dragon Empery,
501071,飞云,Fei Yuen,飛雲,飛雲,페이윈,Fei Yuen,驱逐,Destroyer,东煌,Dragon Empery,
501081,长风,Chang Feng,長風,長風,창펑,Chang Feng,驱逐,Destroyer,东煌,Dragon Empery,
501091,伏波,Fu Po,伏波,伏波,푸보,Fu Po,驱逐,Destroyer,东煌,Dragon Empery,
502011,逸仙,Yat Sen,逸仙,逸仙,얏센,Yat Sen,轻巡,Light Cruiser,东煌,Dragon Empery,
502021,宁海,Ning Hai,寧海,寧海,닝하이,Ning Hai,轻巡,Light Cruiser,东煌,Dragon Empery,
502031,平海,Ping Hai,平海,平海,핑하이,Ping Hai,轻巡,Light Cruiser,东煌,Dragon Empery,
502041,应瑞,Ying Swei,応瑞,應瑞,잉 루이,Ying Swei,轻巡,Light Cruiser,东煌,Dragon Empery,
502051,肇和,Chao Ho,肇和,肇和,차오 호,Chao Ho,轻巡,Light Cruiser,东煌,Dragon Empery,
502071,海天,Hai Tien,海天,海天,하이티엔,Hai Tien,轻巡,Light Cruiser,东煌,Dragon Empery,
502081,海圻,Hai Chi,海圻,海圻,하이치,Hai Chi,轻巡,Light Cruiser,东煌,Dragon Empery,
502091,济安,Chi An,済安,濟安,지안,Chi An,轻巡,Light Cruiser,东煌,Dragon Empery,
502101,海容,Hai Yung,海容,海容,하이롱,Hai Yung,轻巡,Light Cruiser,东煌,Dragon Empery,
502121,海筹,Hai Chou,海籌,海籌,하이처우,Hai Chou,轻巡,Light Cruiser,东煌,Dragon Empery,
503011,建武,Chien Wu,建武,建武,지엔우,Chien Wu,重巡,Heavy Cruiser,东煌,Dragon Empery,
503021,彰武,Chang Wu,彰武,彰武,장우,Chang Wu,重巡,Heavy Cruiser,东煌,Dragon Empery,
504011,寰昌,Huan Ch'ang,寰昌,寰昌,환창,Huan Ch'ang,战巡,Battlecruiser,东煌,Dragon Empery,
506011,镇海,Chen Hai,鎮海,鎮海,젠하이,Chen Hai,轻航,Light Carrier,东煌,Dragon Empery,
506021,华甲,Hwah Jah,華甲,華甲,화지아,Hwah Jah,轻航,Light Carrier,东煌,Dragon Empery,
519011,定安,Ting An,定安,定安,딩안,Ting An,运输,Munition Ship,东煌,Dragon Empery,
599011,哈尔滨,Harbin,ハルビン,哈爾濱,하얼빈,Harbin,轻巡,Light Cruiser,东煌,Dragon Empery,
601021,龙骑兵,Carabiniere,カラビニエーレ,龍騎兵,카라비니에레,RN Carabiniere,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601031,文琴佐·焦贝蒂,Vincenzo Gioberti,ヴィンチェンツォ・ジョベルティ,文琴佐·焦貝蒂,빈첸초 조베르티,RN Vincenzo Gioberti,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601041,西北风,Maestrale,マエストラーレ,西北風,마에스트라레,RN Maestrale,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601051,西南风,Libeccio,リベッチオ,西南風,리베치오,RN Libeccio,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601061,尼科洛索·达雷科,Nicoloso da Recco,ニコロソ・ダ・レッコ,尼科洛索·達·雷科,니콜로소 다 레코,RN Nicoloso da Recco,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601071,庞培·马格诺,Pompeo Magno,ポンペオ・マーニョ,龐培·馬格諾,폼페오 마뇨,RN Pompeo Magno,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601081,阿尔弗雷多·奥里亚尼,Alfredo Oriani,アルフレード・オリアーニ,阿爾弗雷多·奧里亞尼,알프레도 오리아니,RN Alfredo Oriani,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601091,埃曼努埃尔·佩萨格诺,Emanuele Pessagno,エマヌエーレ・ペッサーニョ,埃曼努埃爾·佩薩格諾,에마누엘레 페사노,RN Emanuele Pessagno,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601101,阿蒂利奥·雷戈洛,Attilio Regolo,アッティリオ・レゴロ,阿蒂利奧·雷戈洛,아틸리오 레골로,RN Attilio Regolo,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601111,焦苏埃·卡尔杜齐,Giosuè Carducci,ジョズエ・カルドゥッチ,焦蘇埃·卡爾杜奇,조수에 카르두치,RN Giosue Carducci,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
601121,乌戈里诺·维瓦尔迪,Ugolino Vivaldi,ウゴリーノ・ヴィヴァルディ,烏戈里諾·維瓦爾迪,우골리노 비발디,RN Ugolino Vivaldi,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
602011,阿布鲁齐公爵,Duca degli Abruzzi,ドゥーカ・デッリ・アブルッツィ,阿布魯齊公爵,두카 델리 아브루치,RN Duca degli Abruzzi,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,
602021,朱塞佩·加里波第,Giuseppe Garibaldi,ジュゼッペ・ガリバルディ,朱塞佩·加里波底,주세페 가리발디,RN Giuseppe Garibaldi,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,
602031,巴托洛梅奥·科莱奥尼,Bartolomeo Colleoni,バルトロメオ・コレオーニ,巴托洛梅奧·科萊奧尼,바르톨로메오 콜레오니,RN Bartolomeo Colleoni,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,
602041,阿尔贝托·迪·朱塞诺,Alberto di Giussano,アルベルト・ディ・ジュッサーノ,阿爾貝托·迪·朱薩諾,알베르토 디 주사노,RN Alberto di Giussano,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,
603011,特伦托,Trento,トレント,特倫托,트렌토,RN Trento,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
603021,扎拉,Zara,ザラ,扎拉,차라,RN Zara,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
603031,波拉,Pola,ポーラ,波拉,폴라,RN Pola,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
603041,的里雅斯特,Trieste,トリエステ,的里雅斯德,트리에스테,RN Trieste,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
603051,博尔扎诺,Bolzano,ボルツァーノ,博爾扎諾,볼차노,RN Bolzano,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
603061,戈里齐亚,Gorizia,ゴリツィア,哥里加,고리치아,RN Gorizia,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
605011,维托里奥·维内托,Vittorio Veneto,ヴィットリオ・ヴェネト,維托里奧·維內托,비토리오 베네토,RN Vittorio Veneto,战列,Battleship,撒丁帝国,Sardegna Empire,
605021,利托里奥,Littorio,リットリオ,利托里奧,리토리오,RN Littorio,战列,Battleship,撒丁帝国,Sardegna Empire,
605031,罗马,Roma,ローマ,羅馬,로마,RN Roma,战列,Battleship,撒丁帝国,Sardegna Empire,
605051,加富尔伯爵,Conte di Cavour,コンテ・ディ・カブール,加富爾伯爵,콘테 디 카보우르,RN Conte di Cavour,战列,Battleship,撒丁帝国,Sardegna Empire,
605061,朱利奥·凯撒,Giulio Cesare,ジュリオ・チェザーレ,朱利奧·凱撒,줄리오 체사레,RN Giulio Cesare,战列,Battleship,撒丁帝国,Sardegna Empire,
605071,安德烈亚·多利亚,Andrea Doria,アンドレア・ドーリア,安德烈亞·多里亞,안드레아 도리아,RN Andrea Doria,战列,Battleship,撒丁帝国,Sardegna Empire,
605081,拉斐尔,Raffaello,ラファエロ,拉斐爾,라파엘로,RN Raffaello,战列,Battleship,撒丁帝国,Sardegna Empire,
605091,弗朗西斯科·卡拉乔洛,Francesco Caracciolo,フランチェスコ・カラッチョロ,弗朗切斯科·卡拉喬洛,프란체스코 카라치올로,RN Francesco Caracciolo,战列,Battleship,撒丁帝国,Sardegna Empire,
607011,天鹰,Aquila,アクィラ,天鷹,아퀼라,RN Aquila,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,
607021,帝国,Impero,インペロ,帝國,임페로,RN Impero,正航,Aircraft Carrier,撒丁帝国,Sardegna Empire,
608011,托里拆利,Torricelli,トリチェリ,托里切利,토리첼리,RN Torricelli,潜艇,Submarine,撒丁帝国,Sardegna Empire,
608021,莱昂纳多·达·芬奇,Leonardo da Vinci,レオナルド・ダ・ヴィンチ,李奧納多·達·文西,레오나르도 다 빈치,RN Leonardo da Vinci,潜艇,Submarine,撒丁帝国,Sardegna Empire,
608031,巴拉卡少校,Maggiore Baracca,マッジョーレ・バラッカ,巴拉卡少校,마조레 바라카,RN Maggiore Baracca,潜艇,Submarine,撒丁帝国,Sardegna Empire,
699011,马可波罗,Marco Polo,マルコ・ポーロ,馬可波羅,마르코 폴로,RN Marco Polo,战列,Battleship,撒丁帝国,Sardegna Empire,
699021,那不勒斯,Napoli,ナポリ,拿坡里,나폴리,RN Napoli,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,
699031,维托里奥·库尼贝尔蒂,Vittorio Cuniberti,ヴィットリオ・クニベルティ,維托里奧·庫尼貝爾蒂,비토리오 쿠니베르티,RN Vittorio Cuniberti,驱逐,Destroyer,撒丁帝国,Sardegna Empire,
701021,威严,Grozny,グロズヌイ,威嚴,그로즈니,SN Grozny,驱逐,Destroyer,北方联合,Northern Parliament,
701031,明斯克,Minsk,ミンスク,明斯克,민스크,SN Minsk,驱逐,Destroyer,北方联合,Northern Parliament,
701041,塔什干,Tashkent,タシュケント,塔什干,타슈켄트,SN Tashkent,驱逐,Destroyer,北方联合,Northern Parliament,
701051,塔什干(μ兵装),Tashkent μ,タシュケント(μ兵装),塔什干(μ兵裝),타슈켄트(μ장비),SN Tashkent,驱逐,Destroyer,北方联合,Northern Parliament,μ兵装
701061,神速,Stremitelny,ストレミテルヌイ,神速,스트례미텔니,SN Stremitelny,驱逐,Destroyer,北方联合,Northern Parliament,
701071,雷鸣,Gremyashchy,グレミャーシュチ,雷鳴,그리먀시,SN Gremyashchy,驱逐,Destroyer,北方联合,Northern Parliament,
701081,洪亮,Gromky,グロームキィ,洪亮,그롬키,SN Gromky,驱逐,Destroyer,北方联合,Northern Parliament,
701091,灵敏,Soobrazitelny,ソオブラジーテリヌイ,靈敏,소브라지텔니,SN Soobrazitelny,驱逐,Destroyer,北方联合,Northern Parliament,
701101,基辅,Kiev,キエフ,基輔,키예프,SN Kiev,驱逐,Destroyer,北方联合,Northern Parliament,
701111,火力,Ognevoy,オグネヴォイ,火力,오그네보이,SN Ognevoy,驱逐,Destroyer,北方联合,Northern Parliament,
701121,凶猛,Svirepy,スヴィレピイ,兇猛,스비레피,SN Svirepy,驱逐,Destroyer,北方联合,Northern Parliament,
701131,顽皮,Ozornoy,オゾルノイ,頑皮,오조르노이,SN Ozornoy,驱逐,Destroyer,北方联合,Northern Parliament,
702011,阿芙乐尔,Avrora,アヴローラ,曙光,아브로라,SN Avrora,轻巡,Light Cruiser,北方联合,Northern Parliament,
702021,水星纪念,Pamiat' Merkuria,パーミャチ・メルクーリヤ,水星紀念,파먀티 메르쿠리야,SN Pamiat' Merkuria,轻巡,Light Cruiser,北方联合,Northern Parliament,
702031,恰巴耶夫,Chapayev,チャパエフ,恰巴耶夫,차파예프,SN Chapayev,轻巡,Light Cruiser,北方联合,Northern Parliament,
702041,基洛夫,Kirov,キーロフ,基洛夫,키로프,SN Kirov,轻巡,Light Cruiser,北方联合,Northern Parliament,
702051,古比雪夫,Kuybyshev,クイビシェフ,古比雪夫,쿠이비셰프,SN Kuybyshev,轻巡,Light Cruiser,北方联合,Northern Parliament,
702061,摩尔曼斯克,Murmansk,ムルマンスク,摩爾曼斯克,무르만스크,SN Murmansk,轻巡,Light Cruiser,北方联合,Northern Parliament,
702071,伏罗希洛夫,Voroshilov,ヴォロシーロフ,伏羅希洛夫,보로실로프,SN Voroshilov,轻巡,Light Cruiser,北方联合,Northern Parliament,
702081,奥列格,Oleg,オレグ,奧列格,올레그,SN Oleg,轻巡,Light Cruiser,北方联合,Northern Parliament,
702091,红色山脉,Krasny Kavkaz,クラースヌィイ・カフカース,紅色高加索,크라스늬 캅카스,SN Krasny Kavkaz,轻巡,Light Cruiser,北方联合,Northern Parliament,
702101,博加特里,Bogatyr,ボガトィーリ,博加特里,바가티르,SN Bogatyr,轻巡,Light Cruiser,北方联合,Northern Parliament,
703011,塔林,Tallinn,タリン,塔林,탈린,SN Tallinn,重巡,Heavy Cruiser,北方联合,Northern Parliament,
