source,target,tgt_lng,src_lng,name_code_id,kind,ship_type,ship_id,en,ja,zh_TW,wiki_note
新泽西,花园,zh-CN,zh-CN,199,ship,战列,105171,New Jersey,ニュージャージー,紐澤西,
New Jersey,花园,zh-CN,en,199,ship,战列,105171,New Jersey,ニュージャージー,紐澤西,
ニュージャージー,花园,zh-CN,ja,199,ship,战列,105171,New Jersey,ニュージャージー,紐澤西,
紐澤西,花园,zh-CN,zh-TW,199,ship,战列,105171,New Jersey,ニュージャージー,紐澤西,
뉴저지,花园,zh-CN,ko,199,ship,战列,105171,New Jersey,ニュージャージー,紐澤西,
提康,卡莉,zh-CN,zh-CN,200,ship,,,,,,
衣阿华,霍克艾,zh-CN,zh-CN,201,ship,,,,,,
巴劳鱵,鱵,zh-CN,zh-CN,202,ship,,,,,,
风云,枟,zh-CN,zh-CN,203,ship,驱逐,301861,Kazagumo,風雲,風雲,
Kazagumo,枟,zh-CN,en,203,ship,驱逐,301861,Kazagumo,風雲,風雲,
風雲,枟,zh-CN,ja,203,ship,驱逐,301861,Kazagumo,風雲,風雲,
風雲,枟,zh-CN,zh-TW,203,ship,驱逐,301861,Kazagumo,風雲,風雲,
카자구모,枟,zh-CN,ko,203,ship,驱逐,301861,Kazagumo,風雲,風雲,
白龙,鹫,zh-CN,zh-CN,204,ship,正航,399051,Hakuryuu,白龍,白龍,
Hakuryuu,鹫,zh-CN,en,204,ship,正航,399051,Hakuryuu,白龍,白龍,
白龍,鹫,zh-CN,ja,204,ship,正航,399051,Hakuryuu,白龍,白龍,
白龍,鹫,zh-CN,zh-TW,204,ship,正航,399051,Hakuryuu,白龍,白龍,
하쿠류,鹫,zh-CN,ko,204,ship,正航,399051,Hakuryuu,白龍,白龍,
苍龙·META,蛟·META,zh-CN,zh-CN,205,ship,正航,9707031,Souryuu META,蒼龍(META),蒼龍·META,
Souryuu META,蛟·META,zh-CN,en,205,ship,正航,9707031,Souryuu META,蒼龍(META),蒼龍·META,
蒼龍(META),蛟·META,zh-CN,ja,205,ship,正航,9707031,Souryuu META,蒼龍(META),蒼龍·META,
蒼龍·META,蛟·META,zh-CN,zh-TW,205,ship,正航,9707031,Souryuu META,蒼龍(META),蒼龍·META,
소류·META,蛟·META,zh-CN,ko,205,ship,正航,9707031,Souryuu META,蒼龍(META),蒼龍·META,
由良,㹨,zh-CN,zh-CN,206,ship,轻巡,302071,Yura,由良,由良,
Yura,㹨,zh-CN,en,206,ship,轻巡,302071,Yura,由良,由良,
유라,㹨,zh-CN,ko,206,ship,轻巡,302071,Yura,由良,由良,
山风,杣,zh-CN,zh-CN,207,ship,驱逐,301481,Yamakaze,山風,山風,
Yamakaze,杣,zh-CN,en,207,ship,驱逐,301481,Yamakaze,山風,山風,
山風,杣,zh-CN,ja,207,ship,驱逐,301481,Yamakaze,山風,山風,
山風,杣,zh-CN,zh-TW,207,ship,驱逐,301481,Yamakaze,山風,山風,
야마카제,杣,zh-CN,ko,207,ship,驱逐,301481,Yamakaze,山風,山風,
葛城,鹖,zh-CN,zh-CN,208,ship,正航,307121,Katsuragi,葛城,葛城,
Katsuragi,鹖,zh-CN,en,208,ship,正航,307121,Katsuragi,葛城,葛城,
카츠라기,鹖,zh-CN,ko,208,ship,正航,307121,Katsuragi,葛城,葛城,
云龙,靇,zh-CN,zh-CN,209,ship,正航,307171,Unryuu,雲龍,雲龍,
Unryuu,靇,zh-CN,en,209,ship,正航,307171,Unryuu,雲龍,雲龍,
雲龍,靇,zh-CN,ja,209,ship,正航,307171,Unryuu,雲龍,雲龍,
雲龍,靇,zh-CN,zh-TW,209,ship,正航,307171,Unryuu,雲龍,雲龍,
운류,靇,zh-CN,ko,209,ship,正航,307171,Unryuu,雲龍,雲龍,
扶桑·META,魟·META,zh-CN,zh-CN,210,ship,战列,9705011,Fusou META,扶桑(META),扶桑·META,wiki: 𫚉·META
Fusou META,魟·META,zh-CN,en,210,ship,战列,9705011,Fusou META,扶桑(META),扶桑·META,wiki: 𫚉·META
扶桑(META),魟·META,zh-CN,ja,210,ship,战列,9705011,Fusou META,扶桑(META),扶桑·META,wiki: 𫚉·META
후소·META,魟·META,zh-CN,ko,210,ship,战列,9705011,Fusou META,扶桑(META),扶桑·META,wiki: 𫚉·META
扶桑改,魟.改,zh-CN,zh-CN,211,ship,战列,305011,Fusou,扶桑,扶桑,wiki: 𫚉.改
最上改,猨.改,zh-CN,zh-CN,212,ship,轻巡,302101,Mogami,最上,最上,wiki: 猿.改
夕立.改,椿.改,zh-CN,zh-CN,213,ship,驱逐,301141,Yuudachi,夕立,夕立,
最上.改,猨.改,zh-CN,zh-CN,214,ship,轻巡,302101,Mogami,最上,最上,wiki: 猿.改
扶桑.改,魟.改,zh-CN,zh-CN,215,ship,战列,305011,Fusou,扶桑,扶桑,wiki: 𫚉.改
山城.改,鲼.改,zh-CN,zh-CN,216,ship,战列,305021,Yamashiro,山城,山城,
伊势.改,鳌.改,zh-CN,zh-CN,217,ship,战列,305031,Ise,伊勢,伊勢,
日向.改,螯.改,zh-CN,zh-CN,218,ship,战列,305041,Hyuuga,日向,日向,
霞.改,蕸.改,zh-CN,zh-CN,219,ship,驱逐,301534,Kasumi Retrofit,霞改,霞.改,
Kasumi Retrofit,蕸.改,zh-CN,en,219,ship,驱逐,301534,Kasumi Retrofit,霞改,霞.改,
霞改,蕸.改,zh-CN,ja,219,ship,驱逐,301534,Kasumi Retrofit,霞改,霞.改,
카스미·改,蕸.改,zh-CN,ko,219,ship,驱逐,301534,Kasumi Retrofit,霞改,霞.改,
飞鹰·META,鸱·META,zh-CN,zh-CN,220,ship,轻航,9706011,Hiyou META,飛鷹(META),飛鷹·META,
Hiyou META,鸱·META,zh-CN,en,220,ship,轻航,9706011,Hiyou META,飛鷹(META),飛鷹·META,
飛鷹(META),鸱·META,zh-CN,ja,220,ship,轻航,9706011,Hiyou META,飛鷹(META),飛鷹·META,
飛鷹·META,鸱·META,zh-CN,zh-TW,220,ship,轻航,9706011,Hiyou META,飛鷹(META),飛鷹·META,
히요·META,鸱·META,zh-CN,ko,220,ship,轻航,9706011,Hiyou META,飛鷹(META),飛鷹·META,
隼鹰·META,鸢·META,zh-CN,zh-CN,221,ship,轻航,9706021,Junyou META,隼鷹(META),隼鷹·META,
Junyou META,鸢·META,zh-CN,en,221,ship,轻航,9706021,Junyou META,隼鷹(META),隼鷹·META,
隼鷹(META),鸢·META,zh-CN,ja,221,ship,轻航,9706021,Junyou META,隼鷹(META),隼鷹·META,
隼鷹·META,鸢·META,zh-CN,zh-TW,221,ship,轻航,9706021,Junyou META,隼鷹(META),隼鷹·META,
준요·META,鸢·META,zh-CN,ko,221,ship,轻航,9706021,Junyou META,隼鷹(META),隼鷹·META,
山城·META,鲼·META,zh-CN,zh-CN,223,ship,战列,9705021,Yamashiro META,山城(META),山城·META,
Yamashiro META,鲼·META,zh-CN,en,223,ship,战列,9705021,Yamashiro META,山城(META),山城·META,
山城(META),鲼·META,zh-CN,ja,223,ship,战列,9705021,Yamashiro META,山城(META),山城·META,
야마시로·META,鲼·META,zh-CN,ko,223,ship,战列,9705021,Yamashiro META,山城(META),山城·META,
哈尔滨,滨江,zh-CN,zh-CN,224,ship,轻巡,599011,Harbin,ハルビン,哈爾濱,
Harbin,滨江,zh-CN,en,224,ship,轻巡,599011,Harbin,ハルビン,哈爾濱,
ハルビン,滨江,zh-CN,ja,224,ship,轻巡,599011,Harbin,ハルビン,哈爾濱,
哈爾濱,滨江,zh-CN,zh-TW,224,ship,轻巡,599011,Harbin,ハルビン,哈爾濱,
하얼빈,滨江,zh-CN,ko,224,ship,轻巡,599011,Harbin,ハルビン,哈爾濱,
若月,若,zh-CN,zh-CN,225,ship,驱逐,301881,Wakatsuki,若月,若月,
Wakatsuki,若,zh-CN,en,225,ship,驱逐,301881,Wakatsuki,若月,若月,
와카츠키,若,zh-CN,ko,225,ship,驱逐,301881,Wakatsuki,若月,若月,
酒匂,貄,zh-CN,zh-CN,226,ship,轻巡,302231,Sakawa,酒匂,酒匂,
Sakawa,貄,zh-CN,en,226,ship,轻巡,302231,Sakawa,酒匂,酒匂,
사카와,貄,zh-CN,ko,226,ship,轻巡,302231,Sakawa,酒匂,酒匂,
能代(μ兵装),貅(μ兵装),zh-CN,zh-CN,227,ship,轻巡,302241,Noshiro μ,能代(μ兵装),能代(μ兵裝),
Noshiro μ,貅(μ兵装),zh-CN,en,227,ship,轻巡,302241,Noshiro μ,能代(μ兵装),能代(μ兵裝),
能代(μ兵裝),貅(μ兵装),zh-CN,zh-TW,227,ship,轻巡,302241,Noshiro μ,能代(μ兵装),能代(μ兵裝),
노시로(μ장비),貅(μ兵装),zh-CN,ko,227,ship,轻巡,302241,Noshiro μ,能代(μ兵装),能代(μ兵裝),
金刚(μ兵装),鲤(μ兵装),zh-CN,zh-CN,228,ship,战巡,304081,Kongou μ,金剛(μ兵装),金剛(μ兵裝),
Kongou μ,鲤(μ兵装),zh-CN,en,228,ship,战巡,304081,Kongou μ,金剛(μ兵装),金剛(μ兵裝),
金剛(μ兵装),鲤(μ兵装),zh-CN,ja,228,ship,战巡,304081,Kongou μ,金剛(μ兵装),金剛(μ兵裝),
金剛(μ兵裝),鲤(μ兵装),zh-CN,zh-TW,228,ship,战巡,304081,Kongou μ,金剛(μ兵装),金剛(μ兵裝),
콘고(μ장비),鲤(μ兵装),zh-CN,ko,228,ship,战巡,304081,Kongou μ,金剛(μ兵装),金剛(μ兵裝),
霞·META,蕸·META,zh-CN,zh-CN,229,ship,驱逐,900457,Kasumi META,霞·META,霞·META,
Kasumi META,蕸·META,zh-CN,en,229,ship,驱逐,900457,Kasumi META,霞·META,霞·META,
카스미·META,蕸·META,zh-CN,ko,229,ship,驱逐,900457,Kasumi META,霞·META,霞·META,
长门·META,鲨·META,zh-CN,zh-CN,230,ship,战列,900459,Nagato META,长门·META,長門·META,
Nagato META,鲨·META,zh-CN,en,230,ship,战列,900459,Nagato META,长门·META,長門·META,
長門·META,鲨·META,zh-CN,zh-TW,230,ship,战列,900459,Nagato META,长门·META,長門·META,
나가토·META,鲨·META,zh-CN,ko,230,ship,战列,900459,Nagato META,长门·META,長門·META,
渡良濑,獭,zh-CN,zh-CN,231,ship,轻巡,302251,Watarase,渡良瀬,渡良瀨,
Watarase,獭,zh-CN,en,231,ship,轻巡,302251,Watarase,渡良瀬,渡良瀨,
渡良瀬,獭,zh-CN,ja,231,ship,轻巡,302251,Watarase,渡良瀬,渡良瀨,
渡良瀨,獭,zh-CN,zh-TW,231,ship,轻巡,302251,Watarase,渡良瀬,渡良瀨,
와타라세,獭,zh-CN,ko,231,ship,轻巡,302251,Watarase,渡良瀬,渡良瀨,
比叡·META,鲟·META,zh-CN,zh-CN,232,ship,战巡,304021,Hiei,比叡,比叡,
绫濑,狑,zh-CN,zh-CN,233,ship,轻巡,302261,Ayase,綾瀬,綾瀨,
Ayase,狑,zh-CN,en,233,ship,轻巡,302261,Ayase,綾瀬,綾瀨,
綾瀬,狑,zh-CN,ja,233,ship,轻巡,302261,Ayase,綾瀬,綾瀨,
綾瀨,狑,zh-CN,zh-TW,233,ship,轻巡,302261,Ayase,綾瀬,綾瀨,
아야세,狑,zh-CN,ko,233,ship,轻巡,302261,Ayase,綾瀬,綾瀨,
凉波,椋,zh-CN,zh-CN,234,ship,驱逐,301911,Suzunami,涼波,涼波,
Suzunami,椋,zh-CN,en,234,ship,驱逐,301911,Suzunami,涼波,涼波,
涼波,椋,zh-CN,ja,234,ship,驱逐,301911,Suzunami,涼波,涼波,
涼波,椋,zh-CN,zh-TW,234,ship,驱逐,301911,Suzunami,涼波,涼波,
스즈나미,椋,zh-CN,ko,234,ship,驱逐,301911,Suzunami,涼波,涼波,
皋月,槔,zh-CN,zh-CN,235,ship,,,,,,
弥生,葞,zh-CN,zh-CN,236,ship,,,,,,
凤翔·META,凤·META,zh-CN,zh-CN,237,ship,轻航,9706041,Houshou META,鳳翔(META),鳳翔·META,
Houshou META,凤·META,zh-CN,en,237,ship,轻航,9706041,Houshou META,鳳翔(META),鳳翔·META,
鳳翔(META),凤·META,zh-CN,ja,237,ship,轻航,9706041,Houshou META,鳳翔(META),鳳翔·META,
鳳翔·META,凤·META,zh-CN,zh-TW,237,ship,轻航,9706041,Houshou META,鳳翔(META),鳳翔·META,
호쇼·META,凤·META,zh-CN,ko,237,ship,轻航,9706041,Houshou META,鳳翔(META),鳳翔·META,
大凤·META,鹩·META,zh-CN,zh-CN,238,ship,正航,9707051,Taihou META,大鳳(META),大鳳·META,
Taihou META,鹩·META,zh-CN,en,238,ship,正航,9707051,Taihou META,大鳳(META),大鳳·META,
大鳳(META),鹩·META,zh-CN,ja,238,ship,正航,9707051,Taihou META,大鳳(META),大鳳·META,
大鳳·META,鹩·META,zh-CN,zh-TW,238,ship,正航,9707051,Taihou META,大鳳(META),大鳳·META,
다이호·META,鹩·META,zh-CN,ko,238,ship,正航,9707051,Taihou META,大鳳(META),大鳳·META,
伊9,玖,zh-CN,zh-CN,250,ship,,,,,,
伊16,伊知梦,zh-CN,zh-CN,251,ship,,,,,,
伊25,双叶檎,zh-CN,zh-CN,252,ship,潜艇,308041,I-25,伊25,伊25,
I-25,双叶檎,zh-CN,en,252,ship,潜艇,308041,I-25,伊25,伊25,
이25,双叶檎,zh-CN,ko,252,ship,潜艇,308041,I-25,伊25,伊25,
伊54,冴诗,zh-CN,zh-CN,253,ship,,,,,,
伊56,冴梦,zh-CN,zh-CN,254,ship,潜艇,308051,I-56,伊56,伊56,
I-56,冴梦,zh-CN,en,254,ship,潜艇,308051,I-56,伊56,伊56,
이56,冴梦,zh-CN,ko,254,ship,潜艇,308051,I-56,伊56,伊56,
伊60,六重,zh-CN,zh-CN,255,ship,,,,,,
伊168,伊吕波,zh-CN,zh-CN,256,ship,潜艇,308061,I-168,伊168,伊168,
I-168,伊吕波,zh-CN,en,256,ship,潜艇,308061,I-168,伊168,伊168,
이168,伊吕波,zh-CN,ko,256,ship,潜艇,308061,I-168,伊168,伊168,
伊490,诗玖玲,zh-CN,zh-CN,257,ship,,,,,,
巡潜乙型,Type-B型,zh-CN,zh-CN,280,ship,,,,,,
海大型,KD型,zh-CN,zh-CN,281,ship,,,,,,
巡潜甲型改二型,Type-A Mod.2,zh-CN,zh-CN,282,ship,,,,,,
巡潜乙型改二型,Type-B Mod.2,zh-CN,zh-CN,283,ship,,,,,,
海大VI型a型,KD VIa型,zh-CN,zh-CN,284,ship,,,,,,
伊型,衣型,zh-CN,zh-CN,285,ship,,,,,,
夕云级量产型T2,茭级量产型T2,zh-CN,zh-CN,286,ship,,,,,,
川内级量产型T2,貆级量产型T2,zh-CN,zh-CN,287,ship,,,,,,
最上级量产型T2,猨级量产型T2,zh-CN,zh-CN,288,ship,,,,,,wiki: 猿级量产型T2
扶桑级量产型T2,魟级量产型T2,zh-CN,zh-CN,289,ship,,,,,,wiki: 𫚉级量产型T2
赤城级量产型T2,凰级量产型T2,zh-CN,zh-CN,290,ship,,,,,,
小大凤,小鹩,zh-CN,zh-CN,291,ship,正航,307131,Taihou-chan,大鳳ちゃん,小大鳳,
Taihou-chan,小鹩,zh-CN,en,291,ship,正航,307131,Taihou-chan,大鳳ちゃん,小大鳳,
大鳳ちゃん,小鹩,zh-CN,ja,291,ship,正航,307131,Taihou-chan,大鳳ちゃん,小大鳳,
小大鳳,小鹩,zh-CN,zh-TW,291,ship,正航,307131,Taihou-chan,大鳳ちゃん,小大鳳,
꼬마 다이호,小鹩,zh-CN,ko,291,ship,正航,307131,Taihou-chan,大鳳ちゃん,小大鳳,
四万十,虒,zh-CN,zh-CN,292,ship,轻巡,399061,Shimanto,四万十,四萬十,
Shimanto,虒,zh-CN,en,292,ship,轻巡,399061,Shimanto,四万十,四萬十,
四萬十,虒,zh-CN,zh-TW,292,ship,轻巡,399061,Shimanto,四万十,四萬十,
시만토,虒,zh-CN,ko,292,ship,轻巡,399061,Shimanto,四万十,四萬十,
神通·META,貎·META,zh-CN,zh-CN,293,ship,轻巡,900458,Jintsuu META,神通·META,神通·META,
Jintsuu META,貎·META,zh-CN,en,293,ship,轻巡,900458,Jintsuu META,神通·META,神通·META,
진츠·META,貎·META,zh-CN,ko,293,ship,轻巡,900458,Jintsuu META,神通·META,神通·META,
云仙,猃,zh-CN,zh-CN,294,ship,重巡,303191,Unzen,雲仙,雲仙,
Unzen,猃,zh-CN,en,294,ship,重巡,303191,Unzen,雲仙,雲仙,
雲仙,猃,zh-CN,ja,294,ship,重巡,303191,Unzen,雲仙,雲仙,
雲仙,猃,zh-CN,zh-TW,294,ship,重巡,303191,Unzen,雲仙,雲仙,
운젠,猃,zh-CN,ko,294,ship,重巡,303191,Unzen,雲仙,雲仙,
尾张,鳂,zh-CN,zh-CN,295,ship,战列,305131,Owari,尾張,尾張,
Owari,鳂,zh-CN,en,295,ship,战列,305131,Owari,尾張,尾張,
尾張,鳂,zh-CN,ja,295,ship,战列,305131,Owari,尾張,尾張,
尾張,鳂,zh-CN,zh-TW,295,ship,战列,305131,Owari,尾張,尾張,
오와리,鳂,zh-CN,ko,295,ship,战列,305131,Owari,尾張,尾張,
名取,猽,zh-CN,zh-CN,297,ship,轻巡,302061,Natori,名取,名取,
Natori,猽,zh-CN,en,297,ship,轻巡,302061,Natori,名取,名取,
나토리,猽,zh-CN,ko,297,ship,轻巡,302061,Natori,名取,名取,
朝凪,桎,zh-CN,zh-CN,298,ship,驱逐,301901,Asanagi,朝凪,朝凪,
Asanagi,桎,zh-CN,en,298,ship,驱逐,301901,Asanagi,朝凪,朝凪,
아사나기,桎,zh-CN,ko,298,ship,驱逐,301901,Asanagi,朝凪,朝凪,
大山,鳝,zh-CN,zh-CN,299,ship,战列,399071,Daisen,大山,大山,
Daisen,鳝,zh-CN,en,299,ship,战列,399071,Daisen,大山,大山,
다이센,鳝,zh-CN,ko,299,ship,战列,399071,Daisen,大山,大山,
江风·META,茳·META,zh-CN,zh-CN,300,ship,驱逐,9701081,Kawakaze META,江風(META),江風·META,
Kawakaze META,茳·META,zh-CN,en,300,ship,驱逐,9701081,Kawakaze META,江風(META),江風·META,
江風(META),茳·META,zh-CN,ja,300,ship,驱逐,9701081,Kawakaze META,江風(META),江風·META,
江風·META,茳·META,zh-CN,zh-TW,300,ship,驱逐,9701081,Kawakaze META,江風(META),江風·META,
카와카제·META,茳·META,zh-CN,ko,300,ship,驱逐,9701081,Kawakaze META,江風(META),江風·META,
夕立·META,椿·META,zh-CN,zh-CN,301,ship,驱逐,9701091,Yuudachi META,夕立(META),夕立·META,
Yuudachi META,椿·META,zh-CN,en,301,ship,驱逐,9701091,Yuudachi META,夕立(META),夕立·META,
夕立(META),椿·META,zh-CN,ja,301,ship,驱逐,9701091,Yuudachi META,夕立(META),夕立·META,
유다치·META,椿·META,zh-CN,ko,301,ship,驱逐,9701091,Yuudachi META,夕立(META),夕立·META,
白凤,䳆,zh-CN,zh-CN,302,ship,正航,307161,Hakuhou,白鳳,白鳳,
Hakuhou,䳆,zh-CN,en,302,ship,正航,307161,Hakuhou,白鳳,白鳳,
白鳳,䳆,zh-CN,ja,302,ship,正航,307161,Hakuhou,白鳳,白鳳,
白鳳,䳆,zh-CN,zh-TW,302,ship,正航,307161,Hakuhou,白鳳,白鳳,
하쿠호,䳆,zh-CN,ko,302,ship,正航,307161,Hakuhou,白鳳,白鳳,
伊404,诗玲寺,zh-CN,zh-CN,303,ship,潜母,317021,I-404,伊404,伊404,
I-404,诗玲寺,zh-CN,en,303,ship,潜母,317021,I-404,伊404,伊404,
이404,诗玲寺,zh-CN,ko,303,ship,潜母,317021,I-404,伊404,伊404,
近江,鳉,zh-CN,zh-CN,304,ship,战列,305161,Oumi,近江,近江,
Oumi,鳉,zh-CN,en,304,ship,战列,305161,Oumi,近江,近江,
오미,鳉,zh-CN,ko,304,ship,战列,305161,Oumi,近江,近江,
浅间,猏,zh-CN,zh-CN,305,ship,重巡,303201,Asama,浅間,淺間,
Asama,猏,zh-CN,en,305,ship,重巡,303201,Asama,浅間,淺間,
浅間,猏,zh-CN,ja,305,ship,重巡,303201,Asama,浅間,淺間,
淺間,猏,zh-CN,zh-TW,305,ship,重巡,303201,Asama,浅間,淺間,
아사마,猏,zh-CN,ko,305,ship,重巡,303201,Asama,浅間,淺間,
水无濑,鼯,zh-CN,zh-CN,306,ship,轻巡,302271,Minase,水無瀬,水無瀨,
Minase,鼯,zh-CN,en,306,ship,轻巡,302271,Minase,水無瀬,水無瀨,
水無瀬,鼯,zh-CN,ja,306,ship,轻巡,302271,Minase,水無瀬,水無瀨,
水無瀨,鼯,zh-CN,zh-TW,306,ship,轻巡,302271,Minase,水無瀬,水無瀨,
미나세,鼯,zh-CN,ko,306,ship,轻巡,302271,Minase,水無瀬,水無瀨,
妙风,杪,zh-CN,zh-CN,307,ship,驱逐,301921,Taekaze,妙風,妙風,
Taekaze,杪,zh-CN,en,307,ship,驱逐,301921,Taekaze,妙風,妙風,
妙風,杪,zh-CN,ja,307,ship,驱逐,301921,Taekaze,妙風,妙風,
妙風,杪,zh-CN,zh-TW,307,ship,驱逐,301921,Taekaze,妙風,妙風,
타에카제,杪,zh-CN,ko,307,ship,驱逐,301921,Taekaze,妙風,妙風,
潜特型,ST型,zh-CN,zh-CN,308,ship,,,,,,
金刚级量产型,鲤级量产型,zh-CN,zh-CN,309,ship,,,,,,
藤波,藤,zh-CN,zh-CN,310,ship,驱逐,301941,Fujinami,藤波,藤波,
Fujinami,藤,zh-CN,en,310,ship,驱逐,301941,Fujinami,藤波,藤波,
후지나미,藤,zh-CN,ko,310,ship,驱逐,301941,Fujinami,藤波,藤波,
名寄,貀,zh-CN,zh-CN,311,ship,轻巡,302291,Nayoro,名寄,名寄,
Nayoro,貀,zh-CN,en,311,ship,轻巡,302291,Nayoro,名寄,名寄,
나요로,貀,zh-CN,ko,311,ship,轻巡,302291,Nayoro,名寄,名寄,
木津,貘,zh-CN,zh-CN,312,ship,轻巡,302281,Kizu,木津,木津,
Kizu,貘,zh-CN,en,312,ship,轻巡,302281,Kizu,木津,木津,
키즈,貘,zh-CN,ko,312,ship,轻巡,302281,Kizu,木津,木津,
Z1,莉泽洛特,zh-CN,zh-CN,400,ship,驱逐,401011,Z1,Z1,Z1,
Z2,格尔达,zh-CN,zh-CN,401,ship,驱逐,401021,Z2,Z2,Z2,
Z5,保拉,zh-CN,zh-CN,402,ship,,,,,,
Z17,迪特琳德,zh-CN,zh-CN,403,ship,,,,,,
Z18,汉娜,zh-CN,zh-CN,404,ship,驱逐,401181,Z18,Z18,Z18,
Z19,赫尔米娜,zh-CN,zh-CN,405,ship,驱逐,401191,Z19,Z19,Z19,
Z20,卡洛琳,zh-CN,zh-CN,406,ship,驱逐,401201,Z20,Z20,Z20,
Z21,威尔赫米娜,zh-CN,zh-CN,407,ship,驱逐,401211,Z21,Z21,Z21,
Z23,妮米,zh-CN,zh-CN,408,ship,驱逐,401231,Z23,Z23,Z23,
Z25,妮可,zh-CN,zh-CN,409,ship,驱逐,401251,Z25,Z25,Z25,
Z35,咪菓,zh-CN,zh-CN,410,ship,驱逐,401351,Z35,Z35,Z35,
Z36,咪露,zh-CN,zh-CN,411,ship,驱逐,401361,Z36,Z36,Z36,
Z46,希露,zh-CN,zh-CN,412,ship,驱逐,401461,Z46,Z46,Z46,
U-47,优希娜,zh-CN,zh-CN,413,ship,潜艇,408021,U-47,U-47,U-47,
U-81,优哈依,zh-CN,zh-CN,414,ship,潜艇,408011,U-81,U-81,U-81,
U-557,优可可娜,zh-CN,zh-CN,415,ship,潜艇,408031,U-557,U-557,U-557,
U-556,优可可洛,zh-CN,zh-CN,416,ship,潜艇,408041,U-556,U-556,U-556,
U-73,优娜米,zh-CN,zh-CN,417,ship,潜艇,408051,U-73,U-73,U-73,
U-101,优伊欧伊,zh-CN,zh-CN,418,ship,潜艇,408061,U-101,U-101,U-101,
U-522,优柯妮妮,zh-CN,zh-CN,419,ship,潜艇,408071,U-522,U-522,U-522,
U-110,优伊伊丽,zh-CN,zh-CN,420,ship,潜艇,408081,U-110,U-110,U-110,
柯尼斯堡,阿尔伯缇娜,zh-CN,zh-CN,421,ship,轻巡,402011,Königsberg,ケーニヒスベルク,柯尼斯堡,
Königsberg,阿尔伯缇娜,zh-CN,en,421,ship,轻巡,402011,Königsberg,ケーニヒスベルク,柯尼斯堡,
ケーニヒスベルク,阿尔伯缇娜,zh-CN,ja,421,ship,轻巡,402011,Königsberg,ケーニヒスベルク,柯尼斯堡,
쾨니히스베르크,阿尔伯缇娜,zh-CN,ko,421,ship,轻巡,402011,Königsberg,ケーニヒスベルク,柯尼斯堡,
卡尔斯鲁厄,夏璐尔,zh-CN,zh-CN,422,ship,轻巡,402021,Karlsruhe,カールスルーエ,卡爾斯魯厄,
Karlsruhe,夏璐尔,zh-CN,en,422,ship,轻巡,402021,Karlsruhe,カールスルーエ,卡爾斯魯厄,
カールスルーエ,夏璐尔,zh-CN,ja,422,ship,轻巡,402021,Karlsruhe,カールスルーエ,卡爾斯魯厄,
卡爾斯魯厄,夏璐尔,zh-CN,zh-TW,422,ship,轻巡,402021,Karlsruhe,カールスルーエ,卡爾斯魯厄,
카를스루에,夏璐尔,zh-CN,ko,422,ship,轻巡,402021,Karlsruhe,カールスルーエ,卡爾斯魯厄,
科隆,克劳迪亚,zh-CN,zh-CN,423,ship,轻巡,402031,Köln,ケルン,科隆,
Köln,克劳迪亚,zh-CN,en,423,ship,轻巡,402031,Köln,ケルン,科隆,
ケルン,克劳迪亚,zh-CN,ja,423,ship,轻巡,402031,Köln,ケルン,科隆,
쾰른,克劳迪亚,zh-CN,ko,423,ship,轻巡,402031,Köln,ケルン,科隆,
莱比锡,莉普莎,zh-CN,zh-CN,424,ship,轻巡,402041,Leipzig,ライプツィヒ,萊比錫,
Leipzig,莉普莎,zh-CN,en,424,ship,轻巡,402041,Leipzig,ライプツィヒ,萊比錫,
ライプツィヒ,莉普莎,zh-CN,ja,424,ship,轻巡,402041,Leipzig,ライプツィヒ,萊比錫,
萊比錫,莉普莎,zh-CN,zh-TW,424,ship,轻巡,402041,Leipzig,ライプツィヒ,萊比錫,
라이프치히,莉普莎,zh-CN,ko,424,ship,轻巡,402041,Leipzig,ライプツィヒ,萊比錫,
希佩尔海军上将,芙兰希卡,zh-CN,zh-CN,425,ship,重巡,403011,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,
Admiral Hipper,芙兰希卡,zh-CN,en,425,ship,重巡,403011,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,
アドミラル・ヒッパー,芙兰希卡,zh-CN,ja,425,ship,重巡,403011,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,
希佩爾將軍,芙兰希卡,zh-CN,zh-TW,425,ship,重巡,403011,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,
아드미랄 히퍼,芙兰希卡,zh-CN,ko,425,ship,重巡,403011,Admiral Hipper,アドミラル・ヒッパー,希佩爾將軍,
希佩尔,芙兰希卡,zh-CN,zh-CN,426,ship,,,,,,
欧根亲王,萨沃伊亲王,zh-CN,zh-CN,427,ship,重巡,403031,Prinz Eugen,プリンツ・オイゲン,歐根親王,
Prinz Eugen,萨沃伊亲王,zh-CN,en,427,ship,重巡,403031,Prinz Eugen,プリンツ・オイゲン,歐根親王,
プリンツ・オイゲン,萨沃伊亲王,zh-CN,ja,427,ship,重巡,403031,Prinz Eugen,プリンツ・オイゲン,歐根親王,
歐根親王,萨沃伊亲王,zh-CN,zh-TW,427,ship,重巡,403031,Prinz Eugen,プリンツ・オイゲン,歐根親王,
프린츠 오이겐,萨沃伊亲王,zh-CN,ko,427,ship,重巡,403031,Prinz Eugen,プリンツ・オイゲン,歐根親王,
