source,target,tgt_lng,src_lng,ship_id,ship_type,nation,variant
フェニックス,菲尼克斯,zh-CN,ja,102041,轻巡,白鹰,
フォックスハウンド,狐提,zh-CN,ja,201111,驱逐,皇家,
フォッシュ,福煦,zh-CN,ja,903011,重巡,维希教廷,
フォッシュ(META),福煦·META,zh-CN,ja,9703031,重巡,META,META
フォルバン,福尔班,zh-CN,ja,801021,驱逐,自由鸢尾,
フォーチュン,命运女神,zh-CN,ja,201121,驱逐,皇家,
フォーチュン(META),命运女神·META,zh-CN,ja,9701021,驱逐,META,META
フォーミダブル,可畏,zh-CN,ja,207051,正航,皇家,
フォーミダブル(μ兵装),可畏(μ兵装),zh-CN,ja,207141,正航,皇家,μ兵装
フッド,胡德,zh-CN,ja,204031,战巡,皇家,
フミルィル,芙米露露,zh-CN,ja,10300061,正航,联动阵营,
フラッシャー,松鲷,zh-CN,ja,108081,潜艇,白鹰,
フランクリン,富兰克林,zh-CN,ja,107131,正航,白鹰,
フランチェスコ・カラッチョロ,弗朗西斯科·卡拉乔洛,zh-CN,ja,605091,战列,撒丁帝国,
フランドル,弗兰德尔,zh-CN,ja,900398,超巡,维希教廷,
フリッツ・ルメイ,弗里茨·鲁梅,zh-CN,ja,407041,正航,铁血,
フリードリヒちゃん,小腓特烈,zh-CN,ja,405061,战列,铁血,
フリードリヒ・カール,腓特烈·卡尔,zh-CN,ja,403141,重巡,铁血,
フリードリヒ・デア・グローセ,腓特烈大帝,zh-CN,ja,499021,战列,铁血,
フルーレ,花剑,zh-CN,ja,901051,驱逐,维希教廷,
フレッチャー,弗莱彻,zh-CN,ja,101091,驱逐,白鹰,
フート,富特,zh-CN,ja,101141,驱逐,白鹰,
ブッシュ,布什,zh-CN,ja,101331,驱逐,白鹰,
ブラックハート,圣黑之心,zh-CN,ja,10100061,重巡,联动阵营,
ブラック・プリンス,黑太子,zh-CN,ja,202241,轻巡,皇家,
ブラン,布兰,zh-CN,ja,900076,驱逐,联动阵营,
ブリストル,布里斯托尔,zh-CN,ja,101491,驱逐,白鹰,
ブリュッヒャー,布吕歇尔,zh-CN,ja,403021,重巡,铁血,
ブリュンヒルデ,布伦希尔德,zh-CN,ja,404051,战巡,铁血,
ブルックリン,布鲁克林,zh-CN,ja,102031,轻巡,白鹰,
ブルドッグ,大斗犬,zh-CN,ja,201071,驱逐,皇家,
ブルーギル,蓝鳃鱼,zh-CN,ja,108041,潜艇,白鹰,
ブレスト,布雷斯特,zh-CN,ja,899031,超巡,自由鸢尾,
ブレマートン,布莱默顿,zh-CN,ja,103241,重巡,白鹰,
ブレンヌス,布伦努斯,zh-CN,ja,803021,重巡,自由鸢尾,
プリマス,普利茅斯,zh-CN,ja,299051,轻巡,皇家,
プリンストン,普林斯顿,zh-CN,ja,107231,轻航,白鹰,
プリンストン(META),普林斯顿·META,zh-CN,ja,9706031,轻航,META,META
プリンス・オブ・ウェールズ,威尔士亲王,zh-CN,ja,205061,战列,皇家,
プリンツ・アーダルベルト,阿达尔伯特亲王,zh-CN,ja,403101,重巡,铁血,
プリンツ・オイゲン,欧根亲王,zh-CN,ja,403031,重巡,铁血,
プリンツ・オイゲン(μ兵装),欧根亲王(μ兵装),zh-CN,ja,403151,重巡,铁血,μ兵装
プリンツ・オイゲンちゃん,小欧根,zh-CN,ja,403121,重巡,铁血,
プリンツ・ハインリヒ,海因里希亲王,zh-CN,ja,403091,重巡,铁血,
プリンツ・ループレヒト,鲁普雷希特亲王,zh-CN,ja,499071,战巡,铁血,
ヘイゼルウッド,黑泽伍德,zh-CN,ja,101341,驱逐,白鹰,
ヘスティア,赫斯缇雅,zh-CN,ja,11400011,维修,联动阵营,
ヘリング,鲱鱼,zh-CN,ja,108091,潜艇,白鹰,
ヘレナ,海伦娜,zh-CN,ja,102051,轻巡,白鹰,
ヘレナ(META),海伦娜·META,zh-CN,ja,9702011,轻巡,META,META
ベアルン,贝亚恩,zh-CN,ja,807011,正航,自由鸢尾,
ベアルン(META),贝亚恩·META,zh-CN,ja,9707041,正航,META,META
ベイリー,贝利,zh-CN,ja,101271,驱逐,白鹰,
ベル,贝尔,zh-CN,ja,101521,驱逐,白鹰,
ベルちゃん,小贝法,zh-CN,ja,202181,轻巡,皇家,
ベルファスト,贝尔法斯特,zh-CN,ja,202121,轻巡,皇家,
ベローナ,司战女神,zh-CN,ja,202311,轻巡,皇家,
ベンソン,本森,zh-CN,ja,101161,驱逐,白鹰,
ベール,贝露,zh-CN,ja,900077,正航,联动阵营,
ペネロピ,佩内洛珀,zh-CN,ja,202291,轻巡,皇家,
ペンサコーラ,彭萨科拉,zh-CN,ja,103011,重巡,白鹰,
ペンシルベニア,宾夕法尼亚,zh-CN,ja,105031,战列,白鹰,
ペーター・シュトラッサー,彼得·史特拉塞,zh-CN,ja,407031,正航,铁血,
ホノルル,火奴鲁鲁,zh-CN,ja,102121,轻巡,白鹰,
ホビー,霍比,zh-CN,ja,101361,驱逐,白鹰,
ホワイトハート,群白之心,zh-CN,ja,10100071,驱逐,联动阵营,
ホーネット,大黄蜂,zh-CN,ja,107071,正航,白鹰,
ホーネット(META),大黄蜂·META,zh-CN,ja,9707061,正航,META,META
ホーネットⅡ,大黄蜂II,zh-CN,ja,107121,正航,白鹰,II型
ボア・ベロー,贝劳森林,zh-CN,ja,806011,轻航,自由鸢尾,
ボイシ,博伊西,zh-CN,ja,102291,轻巡,白鹰,
ボイシ(META),博伊西·META,zh-CN,ja,9702081,轻巡,META,META
ボイシ(μ兵装),博伊西(μ兵装),zh-CN,ja,102321,轻巡,白鹰,μ兵装
ボガトィーリ,博加特里,zh-CN,ja,702101,轻巡,北方联合,
ボルチモア,巴尔的摩,zh-CN,ja,103161,重巡,白鹰,
ボルチモア(μ兵装),巴尔的摩(μ兵装),zh-CN,ja,103251,重巡,白鹰,μ兵装
ボルツァーノ,博尔扎诺,zh-CN,ja,603051,重巡,撒丁帝国,
ボーグ,博格,zh-CN,ja,106021,轻航,白鹰,
ポルタヴァ,波尔塔瓦,zh-CN,ja,705081,战列,北方联合,
ポンペオ・マーニョ,庞培·马格诺,zh-CN,ja,601071,驱逐,撒丁帝国,
ポーツマウス・アドベンチャー,朴茨茅斯冒险号,zh-CN,ja,900466,风帆,飓风船团,
ポートランド,波特兰,zh-CN,ja,103061,重巡,白鹰,
ポーラ,波拉,zh-CN,ja,603031,重巡,撒丁帝国,
マイレ・ブレゼ,马耶·布雷泽,zh-CN,ja,801081,驱逐,自由鸢尾,
マインツ,美因茨,zh-CN,ja,499031,轻巡,铁血,
マエストラーレ,西北风,zh-CN,ja,601041,驱逐,撒丁帝国,
マクデブルク,马格德堡,zh-CN,ja,402061,轻巡,铁血,
マサチューセッツ,马萨诸塞,zh-CN,ja,105191,战列,白鹰,
マスケティーア,火枪手,zh-CN,ja,201271,驱逐,皇家,
マッコール,麦考尔,zh-CN,ja,101071,驱逐,白鹰,
マッジョーレ・バラッカ,巴拉卡少校,zh-CN,ja,608031,潜艇,撒丁帝国,
マッセナ,马塞纳,zh-CN,ja,804011,战巡,自由鸢尾,
マッチレス,无敌,zh-CN,ja,201261,驱逐,皇家,
マラニー,马拉尼,zh-CN,ja,101391,驱逐,白鹰,
マリー・ローズ,玛莉萝丝,zh-CN,ja,10600011,驱逐,联动阵营,
マルコ・ポーロ,马可波罗,zh-CN,ja,699011,战列,撒丁帝国,
マルセイエーズ,马赛曲,zh-CN,ja,902021,轻巡,维希教廷,
マンチェスター,曼彻斯特,zh-CN,ja,202091,轻巡,皇家,
マーブルヘッド,马布尔黑德,zh-CN,ja,102271,轻巡,白鹰,
ミネアポリス,明尼阿波利斯,zh-CN,ja,103131,重巡,白鹰,
ミラー,米勒,zh-CN,ja,101531,驱逐,白鹰,
ミンスク,明斯克,zh-CN,ja,701031,驱逐,北方联合,
ムジナ,貉,zh-CN,ja,10800071,战列,联动阵营,
ムルマンスク,摩尔曼斯克,zh-CN,ja,702061,轻巡,北方联合,
メアリー・セレスト,玛丽·西莱斯特号,zh-CN,ja,900462,风帆,飓风船团,
メリーランド,马里兰,zh-CN,ja,105101,战列,白鹰,
メンフィス,孟菲斯,zh-CN,ja,102161,轻巡,白鹰,
メンフィス(META),孟菲斯·META,zh-CN,ja,900390,轻巡,META,META
メークレンブルク,梅克伦堡,zh-CN,ja,499101,战列,铁血,
モガドール,莫加多尔,zh-CN,ja,900809,驱逐,维希教廷,
モスクワ,莫斯科,zh-CN,ja,703031,重巡,北方联合,
モナーク,君主,zh-CN,ja,299021,战列,皇家,
モニカ,莫妮卡,zh-CN,ja,10600071,轻巡,联动阵营,
モモ・ベリア・デビルーク,梦梦·贝莉雅·戴比路克,zh-CN,ja,900475,轻巡,联动阵营,
モリソン,莫里森,zh-CN,ja,101471,驱逐,白鹰,
モントピリア,蒙彼利埃,zh-CN,ja,102141,轻巡,白鹰,
モーリー,莫里,zh-CN,ja,101081,驱逐,白鹰,
ヤーデ,亚德,zh-CN,ja,406031,轻航,铁血,
ユニコーン,独角兽,zh-CN,ja,206031,轻航,皇家,
ヨルク,约克,zh-CN,ja,403111,重巡,铁血,
ヨーク,约克,zh-CN,ja,203071,重巡,皇家,
ヨークタウン,约克城,zh-CN,ja,107051,正航,白鹰,
ヨークタウン(META),约克城·META,zh-CN,ja,9707081,正航,META,META
ヨークタウンⅡ,约克城II,zh-CN,ja,107101,正航,白鹰,II型
ライオン,狮,zh-CN,ja,205161,战列,皇家,
ライザリン・シュタウト,莱莎琳·斯托特,zh-CN,ja,10900011,轻巡,联动阵营,
ライプツィヒ,莱比锡,zh-CN,ja,402041,轻巡,铁血,
ライム,莱姆号,zh-CN,ja,9600131,风帆,飓风船团,
ラドフォード,拉德福特,zh-CN,ja,101291,驱逐,白鹰,
ラファエロ,拉斐尔,zh-CN,ja,605081,战列,撒丁帝国,
ラフィー,拉菲,zh-CN,ja,101171,驱逐,白鹰,
ラフィーⅡ,拉菲II,zh-CN,ja,101511,驱逐,白鹰,II型
ララ・サタリン・デビルーク,菈菈·撒塔琳·戴比路克,zh-CN,ja,900473,重巡,联动阵营,
ラングレー,兰利,zh-CN,ja,107011,轻航,白鹰,
ラングレーⅡ,兰利II,zh-CN,ja,107271,轻航,白鹰,II型
ランドンターブル,不屈,zh-CN,ja,901131,驱逐,维希教廷,
ラ・ガリソニエール,拉·加利索尼埃,zh-CN,ja,902011,轻巡,维希教廷,
ラ・ガリソニエール(META),拉·加利索尼埃·META,zh-CN,ja,9702041,轻巡,META,META
リアンダー,利安得,zh-CN,ja,202011,轻巡,皇家,
リシュリュー,黎塞留,zh-CN,ja,805011,战列,自由鸢尾,
リッチモンド,里士满,zh-CN,ja,102111,轻巡,白鹰,
リットリオ,利托里奥,zh-CN,ja,605021,战列,撒丁帝国,
リトル・アンカレッジ,小安克雷奇,zh-CN,ja,103291,重巡,白鹰,
リトル・イラストリアス,小光辉,zh-CN,ja,207091,正航,皇家,
リトル・エンタープライズ,小企业,zh-CN,ja,107991,正航,白鹰,
リトル・クリーブランド,小克利夫兰,zh-CN,ja,102201,轻巡,白鹰,
リトル・サンディエゴ,小圣地亚哥,zh-CN,ja,102211,轻巡,白鹰,
リトル・チェシャー,小柴郡,zh-CN,ja,203101,重巡,皇家,
リトル・フォーミダブル,小可畏,zh-CN,ja,207131,正航,皇家,
リトル・ヘレナ,小海伦娜,zh-CN,ja,102191,轻巡,白鹰,
リトル・レナウン,小声望,zh-CN,ja,204041,战巡,皇家,
リノ,里诺,zh-CN,ja,102261,轻巡,白鹰,
リベッチオ,西南风,zh-CN,ja,601051,驱逐,撒丁帝国,
リュッツォウ,吕佐夫,zh-CN,ja,404041,战巡,铁血,
リュー・リオン,琉·璃昂,zh-CN,ja,11400021,轻巡,联动阵营,
リヨン,里昂,zh-CN,ja,805021,战列,自由鸢尾,
リラ・ディザイアス,莉拉·德西亚斯,zh-CN,ja,10900041,重巡,联动阵营,
リヴァプール,利物浦,zh-CN,ja,202341,轻巡,皇家,
リヴェンジ,复仇,zh-CN,ja,205111,战列,皇家,
ルイビル,路易斯维尔,zh-CN,ja,103271,重巡,白鹰,
ルナ,露娜,zh-CN,ja,10600081,轻航,联动阵营,
ルピニャート,倔强,zh-CN,ja,801041,驱逐,自由鸢尾,
ルルティエ,露露缇耶,zh-CN,ja,10300031,轻巡,联动阵营,
ル・アルディ,大胆,zh-CN,ja,801051,驱逐,自由鸢尾,
ル・テメレール,鲁莽,zh-CN,ja,801031,驱逐,自由鸢尾,
ル・テメレール(μ兵装),鲁莽(μ兵装),zh-CN,ja,801091,驱逐,自由鸢尾,μ兵装
ル・テリブル,可怖,zh-CN,ja,801071,驱逐,自由鸢尾,
ル・トリオンファン,凯旋,zh-CN,ja,801011,驱逐,自由鸢尾,
ル・マラン,恶毒,zh-CN,ja,901111,驱逐,维希教廷,
ル・マラン(μ兵装),恶毒(μ兵装),zh-CN,ja,901121,驱逐,维希教廷,μ兵装
ル・マルス,勒马尔,zh-CN,ja,901011,驱逐,维希教廷,
レオナルド・ダ・ヴィンチ,莱昂纳多·达·芬奇,zh-CN,ja,608021,潜艇,撒丁帝国,
レキシントン,列克星敦,zh-CN,ja,107021,正航,白鹰,
レキシントンⅡ,列克星敦II,zh-CN,ja,107161,正航,白鹰,II型
レナウン,声望,zh-CN,ja,204011,战巡,皇家,
レパルス,反击,zh-CN,ja,204021,战巡,皇家,
レンジャー,突击者,zh-CN,ja,107041,轻航,白鹰,
レーゲンスブルク,雷根斯堡,zh-CN,ja,402101,轻巡,铁血,
レーゲンスブルク(META),雷根斯堡·META,zh-CN,ja,9702111,轻巡,META,META
ロイヤル・オーク,皇家橡树,zh-CN,ja,205141,战列,皇家,
ロイヤル・ジェームズ,皇家詹姆斯号,zh-CN,ja,9600151,风帆,飓风船团,
ロイヤル・フォーチュン,皇家财富号,zh-CN,ja,900405,风帆,飓风船团,
ロドニー,罗德尼,zh-CN,ja,205041,战列,皇家,
ロドニー(META),罗德尼·META,zh-CN,ja,9705051,战列,META,META
ロング・アイランド,长岛,zh-CN,ja,106011,轻航,白鹰,
ロンドン,伦敦,zh-CN,ja,203011,重巡,皇家,
ローグカイゼルグリッドマン,狂战帝王古立特,zh-CN,ja,900808,轻巡,联动阵营,
ローダシュー,果敢,zh-CN,ja,900444,驱逐,维希教廷,
ローマ,罗马,zh-CN,ja,605031,战列,撒丁帝国,
ローリー,罗利,zh-CN,ja,102021,轻巡,白鹰,
ローン,罗恩,zh-CN,ja,499011,重巡,铁血,
ローン(μ兵装),罗恩(μ兵装),zh-CN,ja,403081,重巡,铁血,μ兵装
ワシントン,华盛顿,zh-CN,ja,105131,战列,白鹰,
ワスプ,胡蜂,zh-CN,ja,107081,正航,白鹰,
ヴァリアント,英勇,zh-CN,ja,205101,战列,皇家,
ヴァンガード,前卫,zh-CN,ja,205131,战列,皇家,
ヴァンパイア,吸血鬼,zh-CN,ja,201231,驱逐,皇家,
ヴァンパイア(META),吸血鬼·META,zh-CN,ja,9701051,驱逐,META,META
ヴィクトリアス,胜利,zh-CN,ja,207041,正航,皇家,
ヴィットリオ・クニベルティ,维托里奥·库尼贝尔蒂,zh-CN,ja,699031,驱逐,撒丁帝国,
ヴィットリオ・ヴェネト,维托里奥·维内托,zh-CN,ja,605011,战列,撒丁帝国,
ヴィンセンス,文森斯,zh-CN,ja,103101,重巡,白鹰,
ヴィンチェンツォ・ジョベルティ,文琴佐·焦贝蒂,zh-CN,ja,601031,驱逐,撒丁帝国,
ヴェスタル,女灶神,zh-CN,ja,112011,维修,白鹰,
ヴェスタル(META),女灶神·META,zh-CN,ja,9712011,维修,META,META
ヴェーザー,威悉,zh-CN,ja,406011,轻航,铁血,
ヴォルガ,伏尔加,zh-CN,ja,707011,正航,北方联合,
ヴォロシーロフ,伏罗希洛夫,zh-CN,ja,702071,轻巡,北方联合,
ヴォークラン,沃克兰,zh-CN,ja,901031,驱逐,维希教廷,
三浦あずさ,三浦 梓,zh-CN,ja,10700041,重巡,联动阵营,
五十鈴,五十铃,zh-CN,ja,302051,轻巡,重樱,
伊勢,伊势,zh-CN,ja,305031,战列,重樱,
信濃,信浓,zh-CN,ja,307081,正航,重樱,
信濃ちゃん,小信浓,zh-CN,ja,307141,正航,重樱,
八舞耶倶矢・八舞夕弦,八舞耶俱矢·八舞夕弦,zh-CN,ja,11500061,轻巡,联动阵营,
出雲,出云,zh-CN,ja,399021,战列,重樱,
加賀,加贺,zh-CN,ja,305071,战列,重樱,
北風,北风,zh-CN,ja,399031,驱逐,重樱,
千歳,千岁,zh-CN,ja,306081,轻航,重樱,
南夢芽,南梦芽,zh-CN,ja,10800051,重巡,联动阵营,
双海亜美,双海亚美,zh-CN,ja,10700061,潜艇,联动阵营,
古鷹,古鹰,zh-CN,ja,303011,重巡,重樱,
夏色まつり,夏色祭,zh-CN,ja,900802,驱逐,联动阵营,
夕張,夕张,zh-CN,ja,302011,轻巡,重樱,
夕焼,夕烧,zh-CN,ja,11000071,重巡,联动阵营,
夕立(META),夕立·META,zh-CN,ja,9701091,驱逐,META,META
大神ミオ,大神澪,zh-CN,ja,900806,正航,联动阵营,
大鳳,大凤,zh-CN,ja,307071,正航,重樱,
大鳳(META),大凤·META,zh-CN,ja,9707051,正航,META,META
大鳳(μ兵装),大凤(μ兵装),zh-CN,ja,307111,正航,重樱,μ兵装
大鳳ちゃん,小大凤,zh-CN,ja,307131,正航,重樱,
天城(空母),天城,zh-CN,ja,307151,正航,重樱,
天城ちゃん,小天城,zh-CN,ja,304071,战巡,重樱,
妙風,妙风,zh-CN,ja,301921,驱逐,重樱,
寧海,宁海,zh-CN,ja,502021,轻巡,东煌,
尾張,尾张,zh-CN,ja,305131,战列,重樱,
山城(META),山城·META,zh-CN,ja,9705021,战列,META,META
山風,山风,zh-CN,ja,301481,驱逐,重樱,
島風,岛风,zh-CN,ja,301291,驱逐,重樱,
巻波,卷波,zh-CN,ja,301801,驱逐,重樱,
応瑞,应瑞,zh-CN,ja,502041,轻巡,东煌,
愛宕,爱宕,zh-CN,ja,303121,重巡,重樱,
扶桑(META),扶桑·META,zh-CN,ja,9705011,战列,META,META
撫順,抚顺,zh-CN,ja,501021,驱逐,东煌,
斑鳩,斑鸠,zh-CN,ja,11000021,重巡,联动阵营,
新条アカネ,新条茜,zh-CN,ja,10800021,战列,联动阵营,
旗風,旗风,zh-CN,ja,301791,驱逐,重樱,
旗風(META),旗风·META,zh-CN,ja,9701031,驱逐,META,META
時崎狂三,时崎狂三,zh-CN,ja,11500051,轻巡,联动阵营,
時雨,时雨,zh-CN,ja,301151,驱逐,重樱,
暁,晓,zh-CN,ja,301091,驱逐,重樱,
松風,松风,zh-CN,ja,301311,驱逐,重樱,
武蔵,武藏,zh-CN,ja,305101,战列,重樱,
比叡ちゃん,小比叡,zh-CN,ja,304061,战巡,重樱,
水瀬伊織,水濑伊织,zh-CN,ja,10700031,战列,联动阵营,
水無月,水无月,zh-CN,ja,301371,驱逐,重樱,
水無瀬,水无濑,zh-CN,ja,302271,轻巡,重樱,
汎用型ブリ,泛用型布里,zh-CN,ja,100001,驱逐,通用,
江風,江风,zh-CN,ja,301491,驱逐,重樱,
江風(META),江风·META,zh-CN,ja,9701081,驱逐,META,META
浅間,浅间,zh-CN,ja,303201,重巡,重樱,
浜風,滨风,zh-CN,ja,301611,驱逐,重樱,
浦風,浦风,zh-CN,ja,301591,驱逐,重樱,
海籌,海筹,zh-CN,ja,502121,轻巡,东煌,
海風,海风,zh-CN,ja,301471,驱逐,重樱,
涼月,凉月,zh-CN,ja,301841,驱逐,重樱,
涼波,凉波,zh-CN,ja,301911,驱逐,重樱,
済安,济安,zh-CN,ja,502091,轻巡,东煌,
渡良瀬,渡良濑,zh-CN,ja,302251,轻巡,重樱,
湊あくあ,湊阿库娅,zh-CN,ja,900807,潜艇,联动阵营,
満潮,满潮,zh-CN,ja,301651,驱逐,重樱,
焔,焰,zh-CN,ja,11000031,潜艇,联动阵营,
特装型ブリMKⅢ,特装型布里MKIII,zh-CN,ja,100021,驱逐,通用,
瑞鳳,瑞凤,zh-CN,ja,306041,轻航,重樱,
瑞鶴,瑞鹤,zh-CN,ja,307061,正航,重樱,
白上フブキ,白上吹雪,zh-CN,ja,900801,驱逐,联动阵营,
白鳳,白凤,zh-CN,ja,307161,正航,重樱,
白龍,白龙,zh-CN,ja,399051,正航,重樱,
百鬼あやめ,百鬼绫目,zh-CN,ja,900803,重巡,联动阵营,
磯風,矶风,zh-CN,ja,301601,驱逐,重樱,
神風,神风,zh-CN,ja,301301,驱逐,重樱,
祥鳳,祥凤,zh-CN,ja,306051,轻航,重樱,
紀伊,纪伊,zh-CN,ja,305121,战列,重樱,
紫咲シオン,紫咲诗音,zh-CN,ja,900805,轻航,联动阵营,
綾波,绫波,zh-CN,ja,301051,驱逐,重樱,
綾瀬,绫濑,zh-CN,ja,302261,轻巡,重樱,
羽黒,羽黑,zh-CN,ja,303101,重巡,重樱,
翔鶴,翔鹤,zh-CN,ja,307051,正航,重樱,
若葉,若叶,zh-CN,ja,301231,驱逐,重樱,
華甲,华甲,zh-CN,ja,506021,轻航,东煌,
蒼龍,苍龙,zh-CN,ja,307031,正航,重樱,
蒼龍(META),苍龙·META,zh-CN,ja,9707031,正航,META,META
虎賁,虎贲,zh-CN,ja,501061,驱逐,东煌,
西連寺春菜,西连寺春菜,zh-CN,ja,900477,战巡,联动阵营,
親潮,亲潮,zh-CN,ja,301281,驱逐,重樱,
試作型ブリMKII,试作型布里MKII,zh-CN,ja,100011,驱逐,通用,II型
谷風,谷风,zh-CN,ja,301621,驱逐,重樱,
赤城ちゃん,小赤城,zh-CN,ja,307091,正航,重樱,
追風,追风,zh-CN,ja,301851,驱逐,重樱,
金剛,金刚,zh-CN,ja,304011,战巡,重樱,
金剛(μ兵装),金刚(μ兵装),zh-CN,ja,304081,战巡,重樱,μ兵装
金色の闇,金色暗影,zh-CN,ja,900476,战列,联动阵营,
鈴谷,铃谷,zh-CN,ja,303171,重巡,重樱,
鎮海,镇海,zh-CN,ja,506011,轻航,东煌,
長春,长春,zh-CN,ja,501031,驱逐,东煌,
長月,长月,zh-CN,ja,301391,驱逐,重樱,
長波,长波,zh-CN,ja,301831,驱逐,重樱,
長良,长良,zh-CN,ja,302041,轻巡,重樱,
長門,长门,zh-CN,ja,305051,战列,重樱,
長風,长风,zh-CN,ja,501081,驱逐,东煌,
阿賀野,阿贺野,zh-CN,ja,302201,轻巡,重樱,
陸奥,陆奥,zh-CN,ja,305061,战列,重樱,
陽炎,阳炎,zh-CN,ja,301171,驱逐,重樱,
隼鷹,隼鹰,zh-CN,ja,306021,轻航,重樱,
隼鷹(META),隼鹰·META,zh-CN,ja,9706021,轻航,META,META
雪不帰,雪不归,zh-CN,ja,11000051,战列,联动阵营,
雪風,雪风,zh-CN,ja,301161,驱逐,重樱,
雲仙,云仙,zh-CN,ja,303191,重巡,重樱,
雲龍,云龙,zh-CN,ja,307171,正航,重樱,
電,电,zh-CN,ja,301121,驱逐,重樱,
霞改,霞.改,zh-CN,ja,301534,驱逐,重樱,
霧島,雾岛,zh-CN,ja,304041,战巡,重樱,
青葉,青叶,zh-CN,ja,303031,重巡,重樱,
響,响,zh-CN,ja,301101,驱逐,重樱,
風雲,风云,zh-CN,ja,301861,驱逐,重樱,
飛雲,飞云,zh-CN,ja,501071,驱逐,东煌,
飛鳥,飞鸟,zh-CN,ja,11000011,轻巡,联动阵营,
飛鳥川ちせ,飞鸟川千濑,zh-CN,ja,10800061,正航,联动阵营,
飛鷹,飞鹰,zh-CN,ja,306011,轻航,重樱,
飛鷹(META),飞鹰·META,zh-CN,ja,9706011,轻航,META,META
飛龍,飞龙,zh-CN,ja,307041,正航,重樱,
飛龍(META),飞龙·META,zh-CN,ja,900333,正航,META,META
駿河,骏河,zh-CN,ja,305141,战列,重樱,
鳥海,鸟海,zh-CN,ja,303141,重巡,重樱,
鳳翔,凤翔,zh-CN,ja,306031,轻航,重樱,
鳳翔(META),凤翔·META,zh-CN,ja,9706041,轻航,META,META
鳶一折紙,鸢一折纸,zh-CN,ja,11500021,正航,联动阵营,
黒潮,黑潮,zh-CN,ja,301271,驱逐,重樱,
龍武,龙武,zh-CN,ja,501051,驱逐,东煌,
龍驤,龙骧,zh-CN,ja,306061,轻航,重樱,
龍鳳,龙凤,zh-CN,ja,306071,轻航,重樱,
2대,第二代,zh-CN,ko,10800081,航战,联动阵营,
가스코뉴,加斯科涅,zh-CN,ko,900399,战列,皇家,
가스코뉴(μ장비),加斯科涅(μ兵装),zh-CN,ko,905031,战列,维希教廷,μ兵装
갈라테아,加拉蒂亚,zh-CN,ko,202141,轻巡,皇家,
강구트,甘古特,zh-CN,ko,705011,战列,北方联合,
강구트·META,甘古特·META,zh-CN,ko,9705101,战列,META,META
갤런트,勇气,zh-CN,ko,201391,驱逐,皇家,
건스웨이,冈依沙瓦号,zh-CN,ko,900468,风帆,飓风船团,
고리치아,戈里齐亚,zh-CN,ko,603061,重巡,撒丁帝国,
골든 하인드,金鹿号,zh-CN,ko,900464,风帆,飓风船团,
공주,公主,zh-CN,ko,10800091,运输,联动阵营,
괌,关岛,zh-CN,ko,118021,超巡,白鹰,
그나이제나우,格奈森瑙,zh-CN,ko,404021,战巡,铁血,
그나이제나우·META,格奈森瑙·META,zh-CN,ko,900383,超巡,META,META
그라프 체펠린,齐柏林伯爵,zh-CN,ko,407011,正航,铁血,
그렌빌,格伦维尔,zh-CN,ko,201131,驱逐,皇家,
그렌빌·META,格伦维尔·META,zh-CN,ko,9701071,驱逐,META,META
그로즈니,威严,zh-CN,ko,701021,驱逐,北方联合,
그롬키,洪亮,zh-CN,ko,701081,驱逐,北方联合,
그리들리,格里德利,zh-CN,ko,101051,驱逐,白鹰,
그리먀시,雷鸣,zh-CN,ko,701071,驱逐,北方联合,
그린 하트,翡绿之心,zh-CN,ko,10100081,正航,联动阵营,
글래스고,格拉斯哥,zh-CN,ko,202261,轻巡,皇家,
글로리어스,光荣,zh-CN,ko,207061,正航,皇家,
글로리어스·META,光荣·META,zh-CN,ko,9707071,正航,META,META
글로스터,格罗斯特,zh-CN,ko,202101,轻巡,皇家,
글로우웜,萤火虫,zh-CN,ko,201141,驱逐,皇家,
금빛 어둠,金色暗影,zh-CN,ko,900476,战列,联动阵营,
기샹,吉尚,zh-CN,ko,802031,轻巡,自由鸢尾,
꼬마 그라프 체펠린,小齐柏林,zh-CN,ko,407021,正航,铁血,
꼬마 다이호,小大凤,zh-CN,ko,307131,正航,重樱,
꼬마 리나운,小声望,zh-CN,ko,204041,战巡,皇家,
꼬마 벨파스트,小贝法,zh-CN,ko,202181,轻巡,皇家,
꼬마 샌디에이고,小圣地亚哥,zh-CN,ko,102211,轻巡,白鹰,
꼬마 슈피,小斯佩,zh-CN,ko,403131,重巡,铁血,
꼬마 시나노,小信浓,zh-CN,ko,307141,正航,重樱,
꼬마 아마기,小天城,zh-CN,ko,304071,战巡,重樱,
꼬마 아카기,小赤城,zh-CN,ko,307091,正航,重樱,
꼬마 앵커리지,小安克雷奇,zh-CN,ko,103291,重巡,白鹰,
꼬마 에기르,小埃吉尔,zh-CN,ko,403161,超巡,铁血,
꼬마 엔터프라이즈,小企业,zh-CN,ko,107991,正航,白鹰,
꼬마 일러스트리어스,小光辉,zh-CN,ko,207091,正航,皇家,
꼬마 체셔,小柴郡,zh-CN,ko,203101,重巡,皇家,
꼬마 클리블랜드,小克利夫兰,zh-CN,ko,102201,轻巡,白鹰,
꼬마 포미더블,小可畏,zh-CN,ko,207131,正航,皇家,
꼬마 프리드리히,小腓特烈,zh-CN,ko,405061,战列,铁血,
꼬마 프린츠 오이겐,小欧根,zh-CN,ko,403121,重巡,铁血,
