id,zh-CN,en-US,ja-JP,ko-KR,zh-TW,src_table
ErrorCode.111701.1,创业基金已更新,Startup Grant updated,事業支援が更新されました。,창업 지원 패스가 갱신되었습니다,創業基金已更新,ErrorCode.json
ErrorCode.111801.1,当前赛季结束,The current season has ended,今シーズンは終了しました。,현재 시즌이 종료되었습니다,目前賽季已結束,ErrorCode.json
ErrorCode.111901.1,配方未开启,Recipe not available,レシピが未解放です。,레시피가 오픈되지 않았습니다,配方未開啟,ErrorCode.json
ErrorCode.112001.1,天赋已经激活,Talent is available,心相は解放済です。,이미 오픈된 특성입니다,天賦已啟動,ErrorCode.json
ErrorCode.112002.1,天赋组尚未开放,Talent not available,心相グループが解放されていません。,특성 그룹이 아직 오픈되지 않았습니다,天賦組尚未開放,ErrorCode.json
ErrorCode.112003.1,天赋关键节点数量不足,Insufficient Core Talent Nodes,心相のキーノードの数が不足しています。,특성 키노드의 수량이 부족합니다,天賦關鍵節點數量不足,ErrorCode.json
ErrorCode.112004.1,天赋普通节点数量不足,Insufficient Ordinary Talent Nodes,心相のノーマルノードの数が不足しています。,특성 노멀 노드의 수량이 부족합니다,天賦普通節點數量不足,ErrorCode.json
ErrorCode.112005.1,天赋列表为空,Talent list is empty,心相リストは空です。,특성 리스트가 비어 있습니다,天賦清單為空,ErrorCode.json
ErrorCode.112006.1,天赋重置太频繁，请稍后再试,Talent has been reset too frequently. Please try again later,心相のリセット回数が多すぎます。しばらく時間をあけてからお試しください。,특성 새로고침 횟수가 너무 많습니다 나중에 다시 시도하세요,天賦重置過於頻繁，請稍後再試,ErrorCode.json
ErrorCode.112007.1,天赋已达激活节点上限,Reached max active Talent Node limit,心相のノードの解放数が上限に達しています。,특성이 이미 최대 활성화 노드입니다,天賦已達啟動節點上限,ErrorCode.json
ErrorCode.112008.1,天赋尚未激活,Talent not activated,心相は未解放です。,특성이 오픈되지 않았습니다,天賦尚未啟動,ErrorCode.json
ErrorCode.112101.1,装备不存在,Equipment does not exist,装備がありません。,장비가 없습니다,裝備不存在,ErrorCode.json
ErrorCode.112102.1,装备已升至最大等级,Reached max equipment level,装備は最大レベルです。,장비가 이미 최대 레벨입니다,裝備已升至最高等級,ErrorCode.json
ErrorCode.112103.1,装备被装备着,Equipment is equipped,装備されています。,장비가 장착되었습니다,裝備已裝備,ErrorCode.json
ErrorCode.112104.1,装备被锁定着,Equipment is locked,装備はロックされています。,장비가 잠겨 있습니다,裝備已鎖定,ErrorCode.json
ErrorCode.112301.1,赛季不存在,Season does not exist,シーズンがありません。,시즌이 존재하지 않습니다,賽季不存在,ErrorCode.json
ErrorCode.112302.1,赛季尚未开始,Season has not started yet,シーズン開始前です。,시즌이 시작 전입니다,賽季尚未開始,ErrorCode.json
ErrorCode.112303.1,赛季已经结束,Season has ended,シーズンは終了しました。,시즌이 종료되었습니다,賽季已結束,ErrorCode.json
ErrorCode.112401.1,委托不存在,Commission does not exist,依頼がありません。,의뢰가 없습니다,委託不存在,ErrorCode.json
ErrorCode.112402.1,委托正在进行中,Commission is in progress,依頼は進行中です。,의뢰가 진행 중입니다,委託進行中,ErrorCode.json
ErrorCode.112403.1,委托条件不满足,Commission requirement not satisfied,依頼条件を満たしていません。,의뢰 조건을 충족하지 않았습니다,委託條件未符合,ErrorCode.json
ErrorCode.112404.1,委托角色禁用,Restricted Commission Trekker,巡遊者は使用できません。,의뢰 캐릭터를 사용할 수 없습니다,委託角色禁用,ErrorCode.json
ErrorCode.112405.1,委托构筑禁用,Restricted Commission building,記録は使用できません。,의뢰 구성을 사용할 수 없습니다,委託構築禁用,ErrorCode.json
ErrorCode.112406.1,委托评分不满足,Commission Rating not satisfied,依頼評価を満たしていません。,의뢰 평가를 충족하지 않았습니다,委託評分未符合,ErrorCode.json
ErrorCode.112407.1,委托数量达到上限,Reached max Commission count,依頼回数が上限に達しています。,의뢰 횟수를 모두 사용하였습니다,委託數量已達上限,ErrorCode.json
ErrorCode.112408.1,委托派遣每日数量达到上限,Reached max daily Commission deployment count,本日の依頼受注数が上限に達しています。,의뢰 파견의 일일 한도를 모두 사용하였습니다,每日委託派遣數量已達上限,ErrorCode.json
ErrorCode.112409.1,委托派遣每周数量达到上限,Reached max weekly Commission deployment count,今週の依頼受注数が上限に達しています。,의뢰 파견의 주간 한도 모두 사용하였습니다,每週委託派遣數量已達上限,ErrorCode.json
ErrorCode.112410.1,委托未完成,Commission incomplete,依頼は未完了です。,의뢰 미달성,委託尚未完成,ErrorCode.json
ErrorCode.112501.1,灾变防线：纪录数量错误,Cataclysm Survivor: Incorrect record number,骸魔防衛戦：記録数エラー,재앙의 전선: 기록 데이터 오류,災變防線：紀錄數量錯誤,ErrorCode.json
ErrorCode.112502.1,灾变防线：纪录角色重复,Cataclysm Survivor: Duplicate record Trekker,骸魔防衛戦：巡遊者重複,재앙의 전선: 기록 캐릭터 중복,災變防線：紀錄角色重複,ErrorCode.json
ErrorCode.112601.1,星塔研究:节点组已经激活,Monolith Research: Node group already active,星ノ塔研究：ノードグループはすでに解放済です。,별의 탑 연구: 이미 활성화된 노드 그룹입니다,星塔研究：節點組已啟動,ErrorCode.json
ErrorCode.112701.1,挑战不存在,Challenge not found,挑戦がありません。,콘텐츠가 없습니다,挑戰不存在,ErrorCode.json
ErrorCode.112702.1,挑战正在进行中,Challenge is in progress,挑戦が進行中です。,콘텐츠가 진행 중입니다,挑戰正在進行中,ErrorCode.json
ErrorCode.112703.1,终焉绝响暂未开始,A Finale Echoing has not started yet,大討伐作戦の戦闘は準備中です。,종언의 노래 시작 전,終焉絕響暫未開始,ErrorCode.json
ErrorCode.112704.1,挑战已结束,Challenge Ended,挑戦が終了しました。,도전 종료,挑戰已結束,ErrorCode.json
ErrorCode.112801.1,联合讨伐当前未开启,Boss Blitz not available,指名手配は開放されていません。,연합 토벌이 오픈되지 않았습니다.,聯合討伐目前未開啟,ErrorCode.json
ErrorCode.11300.1,猎影合围赛季已结束,Operation: Shadow Siege Season has ended.,今シーズの連合大捕物帖は終了しました,쉐도우 헌터 시즌이 종료되었습니다.,獵影重圍賽季已結束,ErrorCode.json
ErrorCode.11301.1,目标已被讨伐，请选择其它目标,Target has been hunted. Please choose another target.,ターゲット討伐済、他のターゲットを選択してください。,목표가 토벌되었습니다. 다른 목표를 선택해 주세요.,目標已被討伐，請選擇其他目標,ErrorCode.json
ErrorCode.11401.1,数据不存在,Data does not exist,存在しないデータです,데이터가 존재하지 않습니다.,資料不存在,ErrorCode.json
ErrorCode.11402.1,战斗正在进行中,The battle is in progress,戦闘進行中,전투 진행 중입니다.,戰鬥正在進行中,ErrorCode.json
ErrorCode.119901.1,仓库容量不足,Insufficient Storage capacity,バッグの容量が足りません。,창고 공간이 부족합니다,倉庫容量不足,ErrorCode.json
ErrorCode.119902.1,配置错误：%s,Config Error: %s,配置エラー：%s,배치 오류: %s,配置錯誤：%s,ErrorCode.json
ErrorCode.119903.1,资源不足,Insufficient resources,リソースが不足しています。,자원이 부족합니다,資源不足,ErrorCode.json
ErrorCode.119904.1,尚未开放,Unavailable,未解放です。,오픈되지 않았습니다,尚未開放,ErrorCode.json
ErrorCode.119905.1,内容已关闭，请退出并刷新相关页面,The content has been closed. Please exit and refresh.,イベントは終了しました。ページを再読み込みしてください。,콘텐츠가 종료되었습니다. 화면을 나간 후 최신화해주세요,內容已關閉，請退出並刷新相關頁面,ErrorCode.json
ErrorCode.119906.1,条件不满足,Requirement not satisfied,条件を満たしていません。,조건을 충족하지 않았습니다,條件未符合,ErrorCode.json
ErrorCode.119908.1,无奖励可领,No rewards to claim,受取可能な報酬はありません。,획득 가능한 보너스가 없습니다,無獎勵可領取,ErrorCode.json
ErrorCode.119909.1,已经存在,Already exist,すでに存在しています。,이미 존재합니다,已存在,ErrorCode.json
ErrorCode.119910.1,不支持兑换,Exchange not supported,交換できません。,교환이 지원되지 않습니다,不支援兌換,ErrorCode.json
ErrorCode.119911.1,请求太频繁，请稍后再试,Too many requests. Please try again later.,リクエストが多すぎます。しばらく時間をあけてからお試しください。,요청 횟수가 너무 많습니다 나중에 다시 시도하세요,請求過於頻繁，請稍後再試,ErrorCode.json
ErrorCode.119912.1,已经领取,Claimed,受け取り済です。,획득 완료,已領取,ErrorCode.json
ErrorCode.119913.1,已达上限,Maxed,上限に達しています,한도 도달,已達上限,ErrorCode.json
ErrorCode.119914.1,数据已更新，请稍后重试,The data has been updated. Please try again later.,データが更新されました。しばらく時間をあけてからお試しください。,데이터가 업데이트되었습니다. 잠시 후 다시 시도해 주세요.,資料已更新，請稍後重試,ErrorCode.json
ErrorCode.119915.1,活动不存在,The event does not exist,イベントが存在しません,이벤트가 존재하지 않습니다.,活動不存在,ErrorCode.json
Gacha.1.1,星塔漫途,Boss's Regulars,巡遊者求ム！,채용 공고,星塔漫途,Gacha.json
Gacha.10110.1,辉映碧玉的理型,Mirroring the Jade's Ideal,輝ける翠玉のイデア,찬란한 에메랄드의 이데아,輝映碧玉的理型,Gacha.json
Gacha.10114.1,喵次元的狙击手,Sniper of the Meowverse,スナイピングキャット,캣 더 스나이퍼,喵次元的狙擊手,Gacha.json
Gacha.10115.1,乘光而起的星之砂,Stardust Rising in the Light,星の欠片に乗って,빛을 타고 떠오른 별의 파편,沐光升起的星塵,Gacha.json
Gacha.10119.1,命定奇遇,A Fateful Encounter,熟練巡遊者募集,운명의 만남,命定奇遇,Gacha.json
Gacha.10130.1,篇篇心意 准点送递,"Heartfelt Messages, Delivered on Time",想い届ける配達人,마음 한 상자 신속 배송,篇篇心意 準時送達,Gacha.json
Gacha.10133.1,摇曳轻风纯情香,A Breezy Romance,風にゆらゆら薫る純情,산들바람에 실린 청순한 향기,搖曳輕風純情香,Gacha.json
Gacha.10134.1,雪融时分新芽绽,The Promise of Melting Snow,雪解けは芽吹きの訪れ,녹은 눈 사이로 피어나는 새싹,雪融時分新芽綻,Gacha.json
Gacha.10137.1,优雅起舞 千金驾到,"With Graceful Steps, Elegance Arrives",ルーキーレディは優雅に舞う,우아한 몸짓 당찬 발걸음,輕舞飛揚 千金赴會,Gacha.json
Gacha.10140.1,完美无缺的最终解,The Ultimate Answer,パーフェクトソリューション,완전무결한 최종의 답,完美無缺的最終解,Gacha.json
Gacha.10143.1,划破黑暗的银枪,Silver Shattering the Dark,白銀の武器乙女,어둠을 가르는 은빛 총,劃破黑暗的銀槍,Gacha.json
Gacha.10144.1,夜月倾流，闪烁刀影里,Blades Beneath the Moon,色に出づるは刃文の揺らめき,칼날에 흐르는 달빛,夜月傾流，閃爍刀影裡,Gacha.json
Gacha.10145.1,夜樱尽头暗月沉,Where Night Blossoms Fade,昏き道征く白狐,밤벚꽃 끝에 달이 지고,夜櫻落盡月沉淪,Gacha.json
Gacha.10155.1,直抵圆月的超巨浪,Tide to the Full Moon,月までとどけビッグウェーブ,달에 닿을 거대한 파도,直抵圓月的超巨浪,Gacha.json
Gacha.10157.1,追晴逐日的花漫波,Bloom to the Bright Sun,太陽にとどけスプラッシュウェーブ,해를 향한 꽃잎 너울,追晴逐日的花漫波,Gacha.json
Gacha.10159.1,点滴心语，余温尚存时,"Warmth Lingers, Longing Stirs",白衣の美姫と甘美なる妙薬,"마음의 속삭임, 남아 있는 온기",點滴心語，餘溫尚存時,Gacha.json
Gacha.2.1,追忆洄游,Memories Rewind,追憶ノ音色,추억의 음색,追憶洄游,Gacha.json
Gacha.20110.1,微醺茶香，藤花幽梦,Tipsy Wisteria Dreams,紅茶の香り誘う藤の夢,홍차의 향기 등꽃의 꿈,微醺茶香，藤花幽夢,Gacha.json
Gacha.20114.1,我已喵准你的心,Your Heart in Meow Sights,アイウィルロックユー,네 마음에 조준 완료,早已鎖定你的心,Gacha.json
Gacha.20115.1,若能触及那片繁星,If Only I Could Touch the Stars,キラメキを見つめて,저 뭇별에 닿을 수 있다면,若能觸碰那片繁星,Gacha.json
Gacha.20119.1,心弦定音,A Heart-Tuned Melody,心窓ノ音色,마음의 소리,心弦定音,Gacha.json
Gacha.20130.1,随愿启航的幸福气球,"Joy Sets Sail, Wishes Aloft",想いを飛ばせ！ハッピーバルーン！,소원을 담아 떠오른 풍선,乘載願望的幸福氣球,Gacha.json
Gacha.20133.1,午后微光、共入翠梦,Afternoon Glimmer into the Green,仲間とまどろむ夢は翠色,오후의 햇살 달콤한 꿈나라,午後微光、共入翠夢,Gacha.json
Gacha.20134.1,绚丽夜空、烟花绽放,Fireworks Dazzling the Night,色めく夜空に浮かぶ華,화려한 밤하늘 피어오른 불꽃,絢麗夜空、煙火綻放,Gacha.json
Gacha.20137.1,飞向梦寐以求的世界,Toward Her Heart's Desire,夢見た世界へ飛び立つ翼,날아라! 꿈꾸던 세상으로,飛往心之所向的彼端,Gacha.json
Gacha.20140.1,奇思妙想，寄于手作,"Brilliant Ideas, Crafted by Hand",迸る想い工作に載せて,기묘한 생각 천재의 작품,巧思妙想，寄寓匠心,Gacha.json
Gacha.20143.1,春日暖阳梦微醺,Springlight Intoxication,春のひだまり夢うつつ,봄날의 햇살 나른한 꿈결,春日暖陽夢微醺,Gacha.json
Gacha.20144.1,浮月倒映清潭上,Moon upon Still Waters,清き水面に浮かぶ逆月,맑은 연못에 비친 달,浮月倒映清潭上,Gacha.json
Gacha.20145.1,百合芬香伴烟起,Lilies Whisper Through Haze,百合の匂いは硝煙と共に,연화백향,百合幽香漫煙生,Gacha.json
Gacha.20155.1,海天共一色,Ocean Meets the Sky,空と海がとけあう碧,하늘빛 바다,海天共一色,Gacha.json
Gacha.20157.1,碧浪晕七彩,Tinges of Rainbow,光と海がとけあう青,일곱 빛 파도,碧浪暈七彩,Gacha.json
Gacha.20158.1,薯条之国的颂歌,Ode of the Kingdom of Fries,ポテトの国のキャロル,감튀 나라의 캐럴,薯條之國的頌歌,Gacha.json
Gacha.20159.1,初醒眷恋 如梦之影,Fresh Affection Awakes,異国風情が魅せる春の幻,깨어난 찰나 몽환의 실루엣,初醒眷戀 如夢之影,Gacha.json
Gacha.20160.1,波光荡漾，轻触的指尖,"Rippling Waves, a Touch so Gentle",揺れる水面、触れる指先,찰랑이는 물결 맞닿은 손끝,漣漪微漾，指尖輕觸,Gacha.json
Gacha.5.1,幸运启封,Opening Act,スタートダッシュ採用,스타트 대시,幸運啟封,Gacha.json
GachaStorage.CharacterCardPool.1,旅人常驻招募,Permanent Trekker Banner,常設巡遊者ガチャ,여행가 상시 모집,旅人常駐招募,GachaStorage.json
GachaStorage.CharacterUpCardPool.1,旅人限时招募,Limited Trekker Banner,巡遊者ピックアップガチャ,여행가 기간 한정 모집,旅人限時招募,GachaStorage.json
GachaStorage.DiscCardPool.1,秘纹常驻招募,Permanent Disc Banner,常設ロスレコガチャ,레코드 상시 모집,祕紋常駐招募,GachaStorage.json
GachaStorage.DiscUpCardPool.1,秘纹限时招募,Limited Disc Banner,ロスレコピックアップガチャ,레코드 기간 한정 모집,祕紋限時招募,GachaStorage.json
GachaType.1.1,旅人限时招募卡池,Limited Trekker Banner,巡遊者ピックアップガチャ,여행가 기간 한정 모집,旅人限時招募卡池,GachaType.json
GachaType.2.1,旅人常驻招募卡池,Permanent Trekker Banner,常設巡遊者ガチャ,여행가 상시 모집,旅人常駐卡池,GachaType.json
GachaType.3.1,秘纹限时招募卡池,Limited Disc Banner,ロスレコピックアップガチャ,레코드 기간 한정 모집,祕紋限時招募卡池,GachaType.json
GachaType.4.1,秘纹常驻招募卡池,Permanent Disc Banner,常設ロスレコガチャ,레코드 상시 모집,祕紋常駐招募卡池,GachaType.json
GachaType.5.1,启程卡池,Departure Banner,スタートダッシュガチャ,출정 모집,啟程卡池,GachaType.json
GachaType.6.1,常驻旅人限时招募卡池,Permanent Trekker Banner,常設巡遊者ピックアップガチャ,상시 여행가 기간 한정 모집,常駐旅人限時招募卡池,GachaType.json
GachaType.7.1,常驻秘纹限时招募卡池,Permanent Disc Banner,常設ロスレコピックアップガチャ,상시 레코드 기간 한정 모집,常駐祕紋限時招募卡池,GachaType.json
GachaType.8.1,限定旅人限时招募卡池,Exclusive Trekker Limited Banner,限定巡遊者ピックアップガチャ,한정 여행가 기간 한정 모집,限定旅人限時招募卡池,GachaType.json
GachaType.9.1,限定秘纹限时招募卡池,Exclusive Disc Limited Banner,限定ロスレコピックアップガチャ,한정 레코드 기간 한정 모집,限定祕紋限時招募卡池,GachaType.json
JointDrillQuest.10001.1,"当期活动累计获得 12,852,000 分","Reach a total score of 12,852,000 in the current event.","今回の作戦で累計12,852,000pt獲得","현재 누적 점수 12,852,000포인트","當期活動累計獲得12,852,000分",JointDrillQuest.json
JointDrillQuest.10002.1,"当期活动累计获得 20,520,000 分","Reach a total score of 20,520,000 in the current event.","今回の作戦で累計20,520,000pt獲得","현재 누적 점수 20,520,000포인트","當期活動累計獲得20,520,000分",JointDrillQuest.json
JointDrillQuest.10003.1,"当期活动累计获得 25,164,000 分","Reach a total score of 25,164,000 in the current event.","今回の作戦で累計25,164,000pt獲得","현재 누적 점수 25,164,000포인트","當期活動累計獲得25,164,000分",JointDrillQuest.json
JointDrillQuest.10004.1,"当期活动累计获得 28,866,000 分","Reach a total score of 28,866,000 in the current event.","今回の作戦で累計28,866,000pt獲得","현재 누적 점수 28,866,000포인트","當期活動累計獲得28,866,000分",JointDrillQuest.json
JointDrillQuest.10005.1,"当期活动累计获得 35,036,000 分","Reach a total score of 35,036,000 in the current event.","今回の作戦で累計35,036,000pt獲得","현재 누적 점수 35,036,000포인트","當期活動累計獲得35,036,000分",JointDrillQuest.json
JointDrillQuest.10006.1,"当期活动累计获得 39,252,000 分","Reach a total score of 39,252,000 in the current event.","今回の作戦で累計39,252,000pt獲得","현재 누적 점수 39,252,000포인트","當期活動累計獲得 39,252,000 分",JointDrillQuest.json
JointDrillQuest.10007.1,"当期活动累计获得 41,380,000 分","Reach a total score of 41,380,000 in the current event.","今回の作戦で累計41,380,000pt獲得","현재 누적 점수 41,380,000포인트","當期活動累計獲得 41,380,000 分",JointDrillQuest.json
JointDrillQuest.14006.1,"当期活动累计获得 39,252,000 分","Reach a total score of 39,252,000 in the current event.","今回の作戦で累計41,710,000pt獲得","현재 누적 점수 39,252,000포인트","當期活動累計獲得 39,252,000 分",JointDrillQuest.json
JointDrillQuest.14007.1,"当期活动累计获得 41,380,000 分","Reach a total score of 41,380,000 in the current event.","今回の作戦で累計48,754,000pt獲得","현재 누적 점수 41,380,000포인트","當期活動累計獲得 41,380,000 分",JointDrillQuest.json
LevelQuest.1210101.1,主控角色操作-自动攻击,Main control: Auto Attack,主力巡遊者操作-自動攻撃,메인 캐릭터 조작-자동 공격,主控角色操作-自動攻擊,LevelQuest.json
LevelQuest.1210102.1,主控角色操作-主控技能,Main control: Main Skill,主力巡遊者操作-主力スキル,메인 캐릭터 조작-메인 스킬,主控角色操作-主控技能,LevelQuest.json
LevelQuest.1210103.1,主控角色操作-充能,Main control: Energy Charge,主力巡遊者操作-チャージ,메인 캐릭터 조작-충전,主控角色操作-蓄能,LevelQuest.json
LevelQuest.1210104.1,主控角色操作-主控绝招,Main control: Main Ultimate,主力巡遊者操作-主力必殺技,메인 캐릭터 조작-메인 필살기,主控角色操作-主控絕招,LevelQuest.json
LevelQuest.1210105.1,主控角色操作-教学已结束,Main control: tutorial completed,主力巡遊者操作-チュートリアル終了,메인 캐릭터 조작-튜토리얼 종료,主控角色操作-教學已結束,LevelQuest.json
LevelQuest.1210201.1,移动操作-闪避,Movement control: Dodge,移動操作-回避,이동 조작-회피,移動操作-閃避,LevelQuest.json
LevelQuest.1210202.1,移动操作-疾跑,Movement control: Dash,移動操作-ダッシュ,이동 조작-빠른 발놀림,移動操作-疾跑,LevelQuest.json
LevelQuest.1210203.1,移动操作-教学已结束,Movement control: tutorial completed,移動操作-チュートリアル終了,이동 조작-튜토리얼 종료,移動操作-教學已結束,LevelQuest.json
LevelQuest.1210301.1,援护角色操作-援护技能,Support control: Support Skill,支援巡遊者操作-支援スキル,지원 캐릭터 조작-지원 스킬,援護角色操作-援護技能,LevelQuest.json
LevelQuest.1210303.1,援护角色操作-充能,Support control: Energy Charge,支援巡遊者操作-チャージ,지원 캐릭터 조작-충전,援護角色操作-蓄能,LevelQuest.json
LevelQuest.1210304.1,援护角色操作-援护绝招,Support control: Support Ultimate,支援巡遊者操作-支援必殺技,지원 캐릭터 조작-지원 필살기,援護角色操作-援護絕招,LevelQuest.json
LevelQuest.1210306.1,援护角色操作-教学已结束,Support control: tutorial completed,支援巡遊者操作-チュートリアル終了,지원 캐릭터 조작-튜토리얼 종료,援護角色操作-教學已結束,LevelQuest.json
LevelQuest.1210401.1,战斗机制-印记,Battle mechanic: Mark,戦闘システム-印,전투 시스템-표식,戰鬥機制-印記,LevelQuest.json
LevelQuest.1210501.1,战斗机制-元素属性,Battle mechanic: Element,戦闘システム-元素属性,전투 시스템-원소 속성,戰鬥機制-元素屬性,LevelQuest.json
LevelQuest.1210601.1,星塔机制-潜能觉醒,Monolith mechanic: Potential Awakening,星ノ塔システム-素質覚醒,별의 탑 시스템-잠재력 각성,星塔機制-潛能覺醒,LevelQuest.json
LevelQuest.1210701.1,星塔机制-音符,Monolith mechanic: Musical Note,星ノ塔システム-音符,별의 탑 시스템-소리,星塔機制-音符,LevelQuest.json
LevelQuest.1210801.1,怪物机制-韧性,Monster mechanic: Resilience,星骸ギミック-ブレイク値,몬스터 시스템-강인함,怪物機制-韌性,LevelQuest.json
LevelQuestTarget.10001.1,消灭{Param1}只{Param2}（不翻译）,!NONEED!,*****,더미282,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10003.1,进行{Param1}次闪避（不翻译）,!NONEED!,*****,더미284,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10004.1,保持疾跑状态{Param1}秒（不翻译）,!NONEED!,*****,더미285,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10005.1,释放{Param1}次援护技能（不翻译）,!NONEED!,*****,더미286,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10006.1,释放{Param1}次援护绝招（不翻译）,!NONEED!,*****,더미287,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10007.1,完成{Param1}次破韧（不翻译）,!NONEED!,*****,더미288,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10008.1,自由发挥（不翻译）,!NONEED!,*****,더미289,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10009.1,释放{Param1}次{Param2}（不翻译）,!NONEED!,*****,더미290,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10017.1,特定攻击造成{Param1}次伤害（不翻译）,!NONEED!,*****,더미292,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10082.1,消灭所有目标（不翻译）,!NONEED!,*****,더미294,!NONEED!,LevelQuestTarget.json
LevelQuestTarget.10705003.1,消灭{Param1}只{Param2},Kill {Param2} ×{Param1},{Param2}を{Param1}体撃破する,{Param2} {Param1}마리 처치,消滅{Param1}隻{Param2},LevelQuestTarget.json
LevelQuestTarget.10706005.1,你完成了所有任务，可继续战斗或从上方升降梯离开,You have completed all the missions. You may continue the battle or exit using the elevator above.,すべての任務を完了しました。昇降機から離脱できます。,모든 임무를 완료했습니다. 계속 전투하거나 위의 승강기로 이곳을 떠나세요.,你完成了所有任務，可繼續戰鬥或從上方升降梯離開。,LevelQuestTarget.json
LevelQuestTarget.11402012.1,消灭{Param1}名{Param2},Kill {Param2} x{Param1},{Param2}を{Param1}体撃破する,{Param2} {Param1}명 처치,消滅{Param1}名{Param2},LevelQuestTarget.json
LevelQuestTarget.11901012.1,潜能「生长风暴」累计造成{Param1}次伤害,Deal DMG with Potential Growth Tempest {Param1} times,ナノハの素質「成長の喜び」で{Param1}回ダメージを与える,잠재력 「생명의 폭풍」으로 총 {Param1}회의 피해를 입힘,潛能「生長風暴」累計造成{Param1}次傷害,LevelQuestTarget.json
LevelQuestTarget.11902012.1,主控技「花风舞」累计造成{Param1}次伤害,Deal DMG with Main Skill Flowers Dance {Param1} times,ナノハ主力スキル「日輪草・風舞」で{Param1}回ダメージを与える,메인 스킬 「꽃바람의 춤」으로 총 {Param1}회의 피해를 입힘,主控技「花風舞」累計造成{Param1}次傷害,LevelQuestTarget.json
LevelQuestTarget.121010101.1,击败{Param1}只{Param2},Defeat {Param2} ×{Param1},{Param2}を{Param1}体撃破する,{Param2} {Param1}마리 처치,擊敗{Param1}隻{Param2},LevelQuestTarget.json
LevelQuestTarget.121010301.1,将主控角色的绝招能量充满,Fully charge the Energy of the main Trekker's Ultimate,主力巡遊者の必殺技SPが最大になる,메인 캐릭터의 필살기 SP 가득 충전,將主控角色的絕招能量充滿,LevelQuestTarget.json
LevelQuestTarget.121010501.1,教学已结束,Tutorial Completed,チュートリアル終了,튜토리얼 종료,教學已結束,LevelQuestTarget.json
LevelQuestTarget.121020101.1,进行{Param1}次闪避,Dodge {Param1} times,回避を{Param1}回行う,회피 {Param1}회 진행,進行{Param1}次閃避,LevelQuestTarget.json
LevelQuestTarget.121020201.1,保持疾跑状态{Param1}秒,Dash for {Param1}s,{Param1}秒ダッシュする,빠른 발놀림 상태 {Param1}초 지속,保持疾跑狀態{Param1}秒,LevelQuestTarget.json
LevelQuestTarget.121030101.1,释放{Param1}次援护技能,Cast Support Skill {Param1} times,支援スキルを{Param1}回発動する,지원 스킬 {Param1}회 시전,施放{Param1}次援護技能,LevelQuestTarget.json
LevelQuestTarget.121030201.1,击败场上所有的怪物,Defeat all the monsters on the battlefield.,フィールドにいるすべての敵を撃破する,필드 위 모든 몬스터 처치,擊敗場上所有的怪物,LevelQuestTarget.json
LevelQuestTarget.121030301.1,将援护角色的绝招能量充满,Fully charge the Energy of the support Trekker's Ultimate,支援巡遊者の必殺技SPが最大になる,지원 캐릭터의 필살기 SP 가득 충전,將援護角色的絕招能量充滿,LevelQuestTarget.json
LevelQuestTarget.121030401.1,释放{Param1}次援护角色的绝招,Cast the support Trekker's Ultimate {Param1} times.,支援必殺技を{Param1}回発動する,지원 캐릭터의 필살기 {Param1}회 시전,施放{Param1}次援護角色的絕招,LevelQuestTarget.json
LevelQuestTarget.121040101.1,观看印记机制教学,Watch the Mark mechanic tutorial,印に関するチュートリアルを見る,표식 시스템 튜토리얼을 확인해보세요.,觀看印記機制教學,LevelQuestTarget.json
LevelQuestTarget.121080101.1,完成{Param1}次破韧,Complete {Param1} Resilience Breaks,{Param1}回ブレイクさせる,내성 무시 {Param1}회 완료,完成{Param1}次破韌,LevelQuestTarget.json
LevelQuestTarget.13402021.1,消灭所有目标,Eliminate all targets,すべての敵を撃破する,모든 목표 처치,消滅所有目標,LevelQuestTarget.json
LevelQuestTarget.14902021.1,「铁笼」累计造成{Param1}次伤害,Deal DMG with Iron Cage {Param1} times,「鉄の牢獄」で{Param1}回のダメージを与える,「철창」으로 총 {Param1}회의 피해를 입힘,「鐵籠」累計造成{Param1}次傷害,LevelQuestTarget.json
LevelQuestTarget.15603012.1,消灭{Param1}只{Param2},Kill {Param2} ×{Param1},すべての敵を撃破する,{Param2} {Param1}마리 처치,消滅{Param1}隻{Param2},LevelQuestTarget.json
LoginRewardGroup.1.1,青空礼券,Cerulean Ticket,青空旅券,하늘 티켓,青空禮券,LoginRewardGroup.json
LoginRewardGroup.2.1,虹彩秘纹自选包,Rainbow Disc Pack,★5ロスレコセレクション,레전더리 레코드 선택 패키지,虹彩祕紋自選包,LoginRewardGroup.json
LoginRewardGroup.30101201.1,雪愿限定招募礼券,Snowish Limited Ticket,シーズン限定旅券,이브 한정 티켓,雪願限定招募禮券,LoginRewardGroup.json
LoginRewardGroup.30103102.1,灿金闪碟,Gold Disc,煌金レコード,골든 디스크,燦金閃碟,LoginRewardGroup.json
