source,target,tgt_lng,src_lng,ship_id,ship_type_zh,ship_type_en,nation_zh,nation_en,variant,zh_CN_form,zh_CN_standard,zh_CN_harmonised,same_source_alternatives
듀이,デューイ,ja-JP,ko-KR,101021,驱逐,Destroyer,白鹰,Eagle Union,,,杜威,,
듀이·META,デューイ(META),ja-JP,ko-KR,9701101,驱逐,Destroyer,META,META,META,,杜威·META,,
듀크 오브 요크,デューク・オブ・ヨーク,ja-JP,ko-KR,205071,战列,Battleship,皇家,Royal Navy,,,约克公爵,,
듀플렉스,デュプレクス,ja-JP,ko-KR,900445,重巡,Heavy Cruiser,维希教廷,Vichya Dominion,,,迪普莱克斯,,
드 제번 프로빈시엔,七省,ja-JP,ko-KR,900496,轻巡,Light Cruiser,郁金王国,Kingdom of Tulipa,,,七省,,
드레이크,ドレイク,ja-JP,ko-KR,299041,重巡,Heavy Cruiser,皇家,Royal Navy,,,德雷克,,
드미트리 돈스코이,ドミートリィ・ドンスコイ,ja-JP,ko-KR,799031,轻巡,Light Cruiser,北方联合,Northern Parliament,,,迪米特里·顿斯科伊,,
딩안,定安,ja-JP,ko-KR,519011,运输,Munition Ship,东煌,Dragon Empery,,,定安,,
라 갈리소니에르,ラ・ガリソニエール,ja-JP,ko-KR,902011,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,拉·加利索尼埃,,
라 갈리소니에르·META,ラ・ガリソニエール(META),ja-JP,ko-KR,9702041,轻巡,Light Cruiser,META,META,META,,拉·加利索尼埃·META,,
라라 사타린 데빌룩,ララ・サタリン・デビルーク,ja-JP,ko-KR,900473,重巡,Heavy Cruiser,联动阵营,Collab,,,菈菈·撒塔琳·戴比路克,,
라이온,ライオン,ja-JP,ko-KR,205161,战列,Battleship,皇家,Royal Navy,,,狮,,
라이잘린 스타우트,ライザリン・シュタウト,ja-JP,ko-KR,10900011,轻巡,Light Cruiser,联动阵营,Collab,,,莱莎琳·斯托特,,
라이프치히,ライプツィヒ,ja-JP,ko-KR,402041,轻巡,Light Cruiser,铁血,Iron Blood,,,莱比锡,莉普莎,
라임,ライム,ja-JP,ko-KR,9600131,风帆,Sailing Frigate,飓风船团,Tempesta,,,莱姆号,,
라파엘로,ラファエロ,ja-JP,ko-KR,605081,战列,Battleship,撒丁帝国,Sardegna Empire,,,拉斐尔,,
라피,ラフィー,ja-JP,ko-KR,101171,驱逐,Destroyer,白鹰,Eagle Union,,,拉菲,,
라피Ⅱ,ラフィーⅡ,ja-JP,ko-KR,101511,驱逐,Destroyer,白鹰,Eagle Union,II型,,拉菲II,,
래드포드,ラドフォード,ja-JP,ko-KR,101291,驱逐,Destroyer,白鹰,Eagle Union,,,拉德福特,,
랭글리,ラングレー,ja-JP,ko-KR,107011,轻航,Light Carrier,白鹰,Eagle Union,,,兰利,,
랭글리Ⅱ,ラングレーⅡ,ja-JP,ko-KR,107271,轻航,Light Carrier,白鹰,Eagle Union,II型,,兰利II,,
랭동타블,ランドンターブル,ja-JP,ko-KR,901131,驱逐,Destroyer,维希教廷,Vichya Dominion,,,不屈,,
런던,ロンドン,ja-JP,ko-KR,203011,重巡,Heavy Cruiser,皇家,Royal Navy,,,伦敦,,
레겐스부르크,レーゲンスブルク,ja-JP,ko-KR,402101,轻巡,Light Cruiser,铁血,Iron Blood,,,雷根斯堡,瑞吉娜,
레겐스부르크·META,レーゲンスブルク(META),ja-JP,ko-KR,9702111,轻巡,Light Cruiser,META,META,META,,雷根斯堡·META,瑞吉娜·META,
레오나르도 다 빈치,レオナルド・ダ・ヴィンチ,ja-JP,ko-KR,608021,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,莱昂纳多·达·芬奇,,
레이냐,蕾妮雅,ja-JP,ko-KR,900516,驱逐,Destroyer,联动阵营,Collab,,,蕾妮雅,,
레인저,レンジャー,ja-JP,ko-KR,107041,轻航,Light Carrier,白鹰,Eagle Union,,,突击者,,
렉싱턴,レキシントン,ja-JP,ko-KR,107021,正航,Aircraft Carrier,白鹰,Eagle Union,,,列克星敦,,
렉싱턴Ⅱ,レキシントンⅡ,ja-JP,ko-KR,107161,正航,Aircraft Carrier,白鹰,Eagle Union,II型,,列克星敦II,,
로그 카이젤 그리드맨,ローグカイゼルグリッドマン,ja-JP,ko-KR,900808,轻巡,Light Cruiser,联动阵营,Collab,,,狂战帝王古立特,,
로데슈,ローダシュー,ja-JP,ko-KR,900444,驱逐,Destroyer,维希教廷,Vichya Dominion,,,果敢,,
로드니,ロドニー,ja-JP,ko-KR,205041,战列,Battleship,皇家,Royal Navy,,,罗德尼,,
로드니·META,ロドニー(META),ja-JP,ko-KR,9705051,战列,Battleship,META,META,META,,罗德尼·META,,
로마,ローマ,ja-JP,ko-KR,605031,战列,Battleship,撒丁帝国,Sardegna Empire,,,罗马,,
로열 오크,ロイヤル・オーク,ja-JP,ko-KR,205141,战列,Battleship,皇家,Royal Navy,,,皇家橡树,,
로열 제임스,ロイヤル・ジェームズ,ja-JP,ko-KR,9600151,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家詹姆斯号,,
로열 포춘,ロイヤル・フォーチュン,ja-JP,ko-KR,900405,风帆,Sailing Frigate,飓风船团,Tempesta,,,皇家财富号,,
로피니아트르,ルピニャート,ja-JP,ko-KR,801041,驱逐,Destroyer,自由鸢尾,Iris Libre,,,倔强,,
론,ローン,ja-JP,ko-KR,499011,重巡,Heavy Cruiser,铁血,Iron Blood,,,罗恩,艾伯塔,
론(μ장비),ローン(μ兵装),ja-JP,ko-KR,403081,重巡,Heavy Cruiser,铁血,Iron Blood,μ兵装,,罗恩(μ兵装),艾伯塔(μ兵装),
롤리,ローリー,ja-JP,ko-KR,102021,轻巡,Light Cruiser,白鹰,Eagle Union,,,罗利,,
롱 아일랜드,ロング・アイランド,ja-JP,ko-KR,106011,轻航,Light Carrier,白鹰,Eagle Union,,,长岛,,
롱우,龍武,ja-JP,ko-KR,501051,驱逐,Destroyer,东煌,Dragon Empery,,,龙武,,
루나,ルナ,ja-JP,ko-KR,10600081,轻航,Light Carrier,联动阵营,Collab,,,露娜,,
루루티에,ルルティエ,ja-JP,ko-KR,10300031,轻巡,Light Cruiser,联动阵营,Collab,,,露露缇耶,,
루이빌,ルイビル,ja-JP,ko-KR,103271,重巡,Heavy Cruiser,白鹰,Eagle Union,,,路易斯维尔,,
뤼초,リュッツォウ,ja-JP,ko-KR,404041,战巡,Battlecruiser,铁血,Iron Blood,,,吕佐夫,露西,
류 리온,リュー・リオン,ja-JP,ko-KR,11400021,轻巡,Light Cruiser,联动阵营,Collab,,,琉·璃昂,,
류조,龍驤,ja-JP,ko-KR,306061,轻航,Light Carrier,重樱,Sakura Empire,,,龙骧,枭,
류호,龍鳳,ja-JP,ko-KR,306071,轻航,Light Carrier,重樱,Sakura Empire,,,龙凤,鸗,
르 마르스,ル・マルス,ja-JP,ko-KR,901011,驱逐,Destroyer,维希教廷,Vichya Dominion,,,勒马尔,,
르 말랭,ル・マラン,ja-JP,ko-KR,901111,驱逐,Destroyer,维希教廷,Vichya Dominion,,,恶毒,,
르 말랭(μ장비),ル・マラン(μ兵装),ja-JP,ko-KR,901121,驱逐,Destroyer,维希教廷,Vichya Dominion,μ兵装,,恶毒(μ兵装),,
르 아르디,ル・アルディ,ja-JP,ko-KR,801051,驱逐,Destroyer,自由鸢尾,Iris Libre,,,大胆,,
르 테리블,ル・テリブル,ja-JP,ko-KR,801071,驱逐,Destroyer,自由鸢尾,Iris Libre,,,可怖,,
르 테메레르,ル・テメレール,ja-JP,ko-KR,801031,驱逐,Destroyer,自由鸢尾,Iris Libre,,,鲁莽,,
르 테메레르(μ장비),ル・テメレール(μ兵装),ja-JP,ko-KR,801091,驱逐,Destroyer,自由鸢尾,Iris Libre,μ兵装,,鲁莽(μ兵装),,
르 트리옹팡,ル・トリオンファン,ja-JP,ko-KR,801011,驱逐,Destroyer,自由鸢尾,Iris Libre,,,凯旋,,
리나운,レナウン,ja-JP,ko-KR,204011,战巡,Battlecruiser,皇家,Royal Navy,,,声望,,
리나운·META,声望·META,ja-JP,ko-KR,900504,战巡,Battlecruiser,META,META,META,,声望·META,,
리노,リノ,ja-JP,ko-KR,102261,轻巡,Light Cruiser,白鹰,Eagle Union,,,里诺,,
리버풀,リヴァプール,ja-JP,ko-KR,202341,轻巡,Light Cruiser,皇家,Royal Navy,,,利物浦,,
리베치오,リベッチオ,ja-JP,ko-KR,601051,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西南风,,
리벤지,リヴェンジ,ja-JP,ko-KR,205111,战列,Battleship,皇家,Royal Navy,,,复仇,,
리슐리외,リシュリュー,ja-JP,ko-KR,805011,战列,Battleship,自由鸢尾,Iris Libre,,,黎塞留,,
리엔더,リアンダー,ja-JP,ko-KR,202011,轻巡,Light Cruiser,皇家,Royal Navy,,,利安得,,
리옹,リヨン,ja-JP,ko-KR,805021,战列,Battleship,自由鸢尾,Iris Libre,,,里昂,,
리치몬드,リッチモンド,ja-JP,ko-KR,102111,轻巡,Light Cruiser,白鹰,Eagle Union,,,里士满,,
리토리오,リットリオ,ja-JP,ko-KR,605021,战列,Battleship,撒丁帝国,Sardegna Empire,,,利托里奥,,
리펄스,レパルス,ja-JP,ko-KR,204021,战巡,Battlecruiser,皇家,Royal Navy,,,反击,,
리펄스·META,反击·META,ja-JP,ko-KR,900505,战巡,Battlecruiser,META,META,META,,反击·META,,
릴라 디자이어스,リラ・ディザイアス,ja-JP,ko-KR,10900041,重巡,Heavy Cruiser,联动阵营,Collab,,,莉拉·德西亚斯,,
마그데부르크,マクデブルク,ja-JP,ko-KR,402061,轻巡,Light Cruiser,铁血,Iron Blood,,,马格德堡,马格达莱娜,
마르세예즈,マルセイエーズ,ja-JP,ko-KR,902021,轻巡,Light Cruiser,维希教廷,Vichya Dominion,,,马赛曲,,
마르코 폴로,マルコ・ポーロ,ja-JP,ko-KR,699011,战列,Battleship,撒丁帝国,Sardegna Empire,,,马可波罗,,
마리 로즈,マリー・ローズ,ja-JP,ko-KR,10600011,驱逐,Destroyer,联动阵营,Collab,,,玛莉萝丝,,
마블헤드,マーブルヘッド,ja-JP,ko-KR,102271,轻巡,Light Cruiser,白鹰,Eagle Union,,,马布尔黑德,,
마세나,マッセナ,ja-JP,ko-KR,804011,战巡,Battlecruiser,自由鸢尾,Iris Libre,,,马塞纳,,
마야,摩耶,ja-JP,ko-KR,303131,重巡,Heavy Cruiser,重樱,Sakura Empire,,,摩耶,犮,
마에스트라레,マエストラーレ,ja-JP,ko-KR,601041,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,西北风,,
마이예 브레제,マイレ・ブレゼ,ja-JP,ko-KR,801081,驱逐,Destroyer,自由鸢尾,Iris Libre,,,马耶·布雷泽,,
마인츠,マインツ,ja-JP,ko-KR,499031,轻巡,Light Cruiser,铁血,Iron Blood,,,美因茨,米兹,
마조레 바라카,マッジョーレ・バラッカ,ja-JP,ko-KR,608031,潜艇,Submarine,撒丁帝国,Sardegna Empire,,,巴拉卡少校,,
마츠카제,松風,ja-JP,ko-KR,301311,驱逐,Destroyer,重樱,Sakura Empire,,,松风,棡,
마키나미,巻波,ja-JP,ko-KR,301801,驱逐,Destroyer,重樱,Sakura Empire,,,卷波,棬,
매사추세츠,マサチューセッツ,ja-JP,ko-KR,105191,战列,Battleship,白鹰,Eagle Union,,,马萨诸塞,,
매치리스,マッチレス,ja-JP,ko-KR,201261,驱逐,Destroyer,皇家,Royal Navy,,,无敌,,
맥콜,マッコール,ja-JP,ko-KR,101071,驱逐,Destroyer,白鹰,Eagle Union,,,麦考尔,,
맨체스터,マンチェスター,ja-JP,ko-KR,202091,轻巡,Light Cruiser,皇家,Royal Navy,,,曼彻斯特,,
머스킷티어,マスケティーア,ja-JP,ko-KR,201271,驱逐,Destroyer,皇家,Royal Navy,,,火枪手,,
멀라니,マラニー,ja-JP,ko-KR,101391,驱逐,Destroyer,白鹰,Eagle Union,,,马拉尼,,
메리 셀러스트,メアリー・セレスト,ja-JP,ko-KR,900462,风帆,Sailing Frigate,飓风船团,Tempesta,,,玛丽·西莱斯特号,,
메릴랜드,メリーランド,ja-JP,ko-KR,105101,战列,Battleship,白鹰,Eagle Union,,,马里兰,,
메클렌부르크,メークレンブルク,ja-JP,ko-KR,499101,战列,Battleship,铁血,Iron Blood,,,梅克伦堡,梅克琳达,
멤피스,メンフィス,ja-JP,ko-KR,102161,轻巡,Light Cruiser,白鹰,Eagle Union,,,孟菲斯,,
멤피스·META,メンフィス(META),ja-JP,ko-KR,900390,轻巡,Light Cruiser,META,META,META,,孟菲斯·META,,
모가도르,モガドール,ja-JP,ko-KR,900809,驱逐,Destroyer,维希教廷,Vichya Dominion,,,莫加多尔,,
모가미,最上,ja-JP,ko-KR,302101,轻巡,Light Cruiser,重樱,Sakura Empire,,,最上,猨,
모나크,モナーク,ja-JP,ko-KR,299021,战列,Battleship,皇家,Royal Navy,,,君主,,
모니카,モニカ,ja-JP,ko-KR,10600071,轻巡,Light Cruiser,联动阵营,Collab,,,莫妮卡,,
모리,モーリー,ja-JP,ko-KR,101081,驱逐,Destroyer,白鹰,Eagle Union,,,莫里,,
모리슨,モリソン,ja-JP,ko-KR,101471,驱逐,Destroyer,白鹰,Eagle Union,,,莫里森,赛普拉斯,
모모 베리아 데빌룩,モモ・ベリア・デビルーク,ja-JP,ko-KR,900475,轻巡,Light Cruiser,联动阵营,Collab,,,梦梦·贝莉雅·戴比路克,,
모스크바,モスクワ,ja-JP,ko-KR,703031,重巡,Heavy Cruiser,北方联合,Northern Parliament,,,莫斯科,,
몬트필리어,モントピリア,ja-JP,ko-KR,102141,轻巡,Light Cruiser,白鹰,Eagle Union,,,蒙彼利埃,,
묘코,妙高,ja-JP,ko-KR,303071,重巡,Heavy Cruiser,重樱,Sakura Empire,,,妙高,獌,
무라사키,紫,ja-JP,ko-KR,11000061,轻航,Light Carrier,联动阵营,Collab,,,紫,,
무라사키 시온,紫咲シオン,ja-JP,ko-KR,900805,轻航,Light Carrier,联动阵营,Collab,,,紫咲诗音,,
무르만스크,ムルマンスク,ja-JP,ko-KR,702061,轻巡,Light Cruiser,北方联合,Northern Parliament,,,摩尔曼斯克,,
무사시,武蔵,ja-JP,ko-KR,305101,战列,Battleship,重樱,Sakura Empire,,,武藏,鳄,
무지나,ムジナ,ja-JP,ko-KR,10800071,战列,Battleship,联动阵营,Collab,,,貉,,
무츠,陸奥,ja-JP,ko-KR,305061,战列,Battleship,重樱,Sakura Empire,,,陆奥,鲛,
무츠키,睦月,ja-JP,ko-KR,301321,驱逐,Destroyer,重樱,Sakura Empire,,,睦月,松,
미나미 유메,南夢芽,ja-JP,ko-KR,10800051,重巡,Heavy Cruiser,联动阵营,Collab,,,南梦芽,,
미나세,水無瀬,ja-JP,ko-KR,302271,轻巡,Light Cruiser,重樱,Sakura Empire,,,水无濑,鼯,
미나세 이오리,水瀬伊織,ja-JP,ko-KR,10700031,战列,Battleship,联动阵营,Collab,,,水濑伊织,,
미나즈키,水無月,ja-JP,ko-KR,301371,驱逐,Destroyer,重樱,Sakura Empire,,,水无月,杌,
미나토 아쿠아,湊あくあ,ja-JP,ko-KR,900807,潜艇,Submarine,联动阵营,Collab,,,湊阿库娅,,
미니애폴리스,ミネアポリス,ja-JP,ko-KR,103131,重巡,Heavy Cruiser,白鹰,Eagle Union,,,明尼阿波利斯,,
미사키,みさき,ja-JP,ko-KR,10600041,轻巡,Light Cruiser,联动阵营,Collab,,,海咲,,
미우라 아즈사,三浦あずさ,ja-JP,ko-KR,10700041,重巡,Heavy Cruiser,联动阵营,Collab,,,三浦 梓,,
미유키,深雪,ja-JP,ko-KR,301041,驱逐,Destroyer,重樱,Sakura Empire,,,深雪,梧,
미치시오,満潮,ja-JP,ko-KR,301651,驱逐,Destroyer,重樱,Sakura Empire,,,满潮,樠,
미카사,三笠,ja-JP,ko-KR,305111,战列,Battleship,重樱,Sakura Empire,,,三笠,鲐,
미카즈키,三日月,ja-JP,ko-KR,301411,驱逐,Destroyer,重樱,Sakura Empire,,,三日月,檧,
미쿠마,三隈,ja-JP,ko-KR,302111,轻巡,Light Cruiser,重樱,Sakura Empire,,,三隈,狻,
민스크,ミンスク,ja-JP,ko-KR,701031,驱逐,Destroyer,北方联合,Northern Parliament,,,明斯克,,
밀러,ミラー,ja-JP,ko-KR,101531,驱逐,Destroyer,白鹰,Eagle Union,,,米勒,,
바가티르,ボガトィーリ,ja-JP,ko-KR,702101,轻巡,Light Cruiser,北方联合,Northern Parliament,,,博加特里,,
바르톨로메오 콜레오니,バルトロメオ・コレオーニ,ja-JP,ko-KR,602031,轻巡,Light Cruiser,撒丁帝国,Sardegna Empire,,,巴托洛梅奥·科莱奥尼,,
바야르,バヤール,ja-JP,ko-KR,899041,轻巡,Light Cruiser,自由鸢尾,Iris Libre,,,贝亚德,,
바탄,バターン,ja-JP,ko-KR,107291,轻航,Light Carrier,白鹰,Eagle Union,,,巴丹,,
배시,バッチ,ja-JP,ko-KR,101351,驱逐,Destroyer,白鹰,Eagle Union,,,贝奇,,
밸리언트,ヴァリアント,ja-JP,ko-KR,205101,战列,Battleship,皇家,Royal Navy,,,英勇,,
뱀파이어,ヴァンパイア,ja-JP,ko-KR,201231,驱逐,Destroyer,皇家,Royal Navy,,,吸血鬼,,
뱀파이어·META,ヴァンパイア(META),ja-JP,ko-KR,9701051,驱逐,Destroyer,META,META,META,,吸血鬼·META,,
뱅가드,ヴァンガード,ja-JP,ko-KR,205131,战列,Battleship,皇家,Royal Navy,,,前卫,,
버밍햄,バーミンガム,ja-JP,ko-KR,102231,轻巡,Light Cruiser,白鹰,Eagle Union,,,伯明翰,,
범용형 부린,汎用型ブリ,ja-JP,ko-KR,100001,驱逐,Destroyer,通用,Universal,,,泛用型布里,,
벙커힐,バンカー・ヒル,ja-JP,ko-KR,107171,正航,Aircraft Carrier,白鹰,Eagle Union,,,邦克山,,
베스탈,ヴェスタル,ja-JP,ko-KR,112011,维修,Repair,白鹰,Eagle Union,,,女灶神,,
베스탈·META,ヴェスタル(META),ja-JP,ko-KR,9712011,维修,Repair,META,META,META,,女灶神·META,,
베아른,ベアルン,ja-JP,ko-KR,807011,正航,Aircraft Carrier,自由鸢尾,Iris Libre,,,贝亚恩,,
베아른·META,ベアルン(META),ja-JP,ko-KR,9707041,正航,Aircraft Carrier,META,META,META,,贝亚恩·META,,
베일리,ベイリー,ja-JP,ko-KR,101271,驱逐,Destroyer,白鹰,Eagle Union,,,贝利,,
베저,ヴェーザー,ja-JP,ko-KR,406011,轻航,Light Carrier,铁血,Iron Blood,,,威悉,威尔玛,
벤슨,ベンソン,ja-JP,ko-KR,101161,驱逐,Destroyer,白鹰,Eagle Union,,,本森,,
벨,ベル,ja-JP,ko-KR,101521,驱逐,Destroyer,白鹰,Eagle Union,,,贝尔,,ベル [白鹰 驱逐] | ベール [联动阵营 正航]
벨,ベール,ja-JP,ko-KR,900077,正航,Aircraft Carrier,联动阵营,Collab,,,贝露,,ベル [白鹰 驱逐] | ベール [联动阵营 正航]
벨로나,ベローナ,ja-JP,ko-KR,202311,轻巡,Light Cruiser,皇家,Royal Navy,,,司战女神,,
벨파스트,ベルファスト,ja-JP,ko-KR,202121,轻巡,Light Cruiser,皇家,Royal Navy,,,贝尔法斯特,,
보그,ボーグ,ja-JP,ko-KR,106021,轻航,Light Carrier,白鹰,Eagle Union,,,博格,,
보로실로프,ヴォロシーロフ,ja-JP,ko-KR,702071,轻巡,Light Cruiser,北方联合,Northern Parliament,,,伏罗希洛夫,,
보이시,ボイシ,ja-JP,ko-KR,102291,轻巡,Light Cruiser,白鹰,Eagle Union,,,博伊西,树城,
보이시(μ장비),ボイシ(μ兵装),ja-JP,ko-KR,102321,轻巡,Light Cruiser,白鹰,Eagle Union,μ兵装,,博伊西(μ兵装),树城(μ兵装),
보이시·META,ボイシ(META),ja-JP,ko-KR,9702081,轻巡,Light Cruiser,META,META,META,,博伊西·META,树城·META,
보클랭,ヴォークラン,ja-JP,ko-KR,901031,驱逐,Destroyer,维希教廷,Vichya Dominion,,,沃克兰,,
볼가,ヴォルガ,ja-JP,ko-KR,707011,正航,Aircraft Carrier,北方联合,Northern Parliament,,,伏尔加,,
볼차노,ボルツァーノ,ja-JP,ko-KR,603051,重巡,Heavy Cruiser,撒丁帝国,Sardegna Empire,,,博尔扎诺,,
볼차노·META,博尔扎诺·META,ja-JP,ko-KR,900489,重巡,Heavy Cruiser,META,META,META,,博尔扎诺·META,,
볼티모어,ボルチモア,ja-JP,ko-KR,103161,重巡,Heavy Cruiser,白鹰,Eagle Union,,,巴尔的摩,,
볼티모어(μ장비),ボルチモア(μ兵装),ja-JP,ko-KR,103251,重巡,Heavy Cruiser,白鹰,Eagle Union,μ兵装,,巴尔的摩(μ兵装),,
부시,ブッシュ,ja-JP,ko-KR,101331,驱逐,Destroyer,白鹰,Eagle Union,,,布什,,
부아 벨루,ボア・ベロー,ja-JP,ko-KR,806011,轻航,Light Carrier,自由鸢尾,Iris Libre,,,贝劳森林,,
불독,ブルドッグ,ja-JP,ko-KR,201071,驱逐,Destroyer,皇家,Royal Navy,,,大斗犬,,
브레머튼,ブレマートン,ja-JP,ko-KR,103241,重巡,Heavy Cruiser,白鹰,Eagle Union,,,布莱默顿,,
브레스트,ブレスト,ja-JP,ko-KR,899031,超巡,Large Cruiser,自由鸢尾,Iris Libre,,,布雷斯特,,
브렌누스,ブレンヌス,ja-JP,ko-KR,803021,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,布伦努斯,,
브루클린,ブルックリン,ja-JP,ko-KR,102031,轻巡,Light Cruiser,白鹰,Eagle Union,,,布鲁克林,,
브륀힐드,ブリュンヒルデ,ja-JP,ko-KR,404051,战巡,Battlecruiser,铁血,Iron Blood,,,布伦希尔德,贝尔莎,
브리스톨,ブリストル,ja-JP,ko-KR,101491,驱逐,Destroyer,白鹰,Eagle Union,,,布里斯托尔,,
블랑,ブラン,ja-JP,ko-KR,900076,驱逐,Destroyer,联动阵营,Collab,,,布兰,,
블랙 프린스,ブラック・プリンス,ja-JP,ko-KR,202241,轻巡,Light Cruiser,皇家,Royal Navy,,,黑太子,,
블랙 하트,ブラックハート,ja-JP,ko-KR,10100061,重巡,Heavy Cruiser,联动阵营,Collab,,,圣黑之心,,
블루길,ブルーギル,ja-JP,ko-KR,108041,潜艇,Submarine,白鹰,Eagle Union,,,蓝鳃鱼,,
블뤼허,ブリュッヒャー,ja-JP,ko-KR,403021,重巡,Heavy Cruiser,铁血,Iron Blood,,,布吕歇尔,布丽吉特,
비글,ビーグル,ja-JP,ko-KR,201061,驱逐,Destroyer,皇家,Royal Navy,,,小猎兔犬,,
비스마르크,ビスマルク,ja-JP,ko-KR,405011,战列,Battleship,铁血,Iron Blood,,,俾斯麦,奥德莉亚,
비스마르크 Zwei,ビスマルクZwei,ja-JP,ko-KR,405051,战列,Battleship,铁血,Iron Blood,,,俾斯麦Zwei,奥德莉亚Zwei,
비토리오 베네토,ヴィットリオ・ヴェネト,ja-JP,ko-KR,605011,战列,Battleship,撒丁帝国,Sardegna Empire,,,维托里奥·维内托,,
비토리오 쿠니베르티,ヴィットリオ・クニベルティ,ja-JP,ko-KR,699031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,维托里奥·库尼贝尔蒂,,
빅토리어스,ヴィクトリアス,ja-JP,ko-KR,207041,正航,Aircraft Carrier,皇家,Royal Navy,,,胜利,,
빈센스,ヴィンセンス,ja-JP,ko-KR,103101,重巡,Heavy Cruiser,白鹰,Eagle Union,,,文森斯,,
빈첸초 조베르티,ヴィンチェンツォ・ジョベルティ,ja-JP,ko-KR,601031,驱逐,Destroyer,撒丁帝国,Sardegna Empire,,,文琴佐·焦贝蒂,,
빌럭시,ビロクシ,ja-JP,ko-KR,102251,轻巡,Light Cruiser,白鹰,Eagle Union,,,比洛克西,,
사라나,サラァナ,ja-JP,ko-KR,10300051,轻航,Light Carrier,联动阵营,Collab,,,萨拉娜,,
사우스다코타,サウスダコタ,ja-JP,ko-KR,105141,战列,Battleship,白鹰,Eagle Union,,,南达科他,,
사우스햄튼,サウサンプトン,ja-JP,ko-KR,202071,轻巡,Light Cruiser,皇家,Royal Navy,,,南安普顿,,
사이렌지 하루나,西連寺春菜,ja-JP,ko-KR,900477,战巡,Battlecruiser,联动阵营,Collab,,,西连寺春菜,,
사카와,酒匂,ja-JP,ko-KR,302231,轻巡,Light Cruiser,重樱,Sakura Empire,,,酒匂,貄,
산타페,サンタフェ,ja-JP,ko-KR,102341,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣塔菲,,
산후안,サンフアン,ja-JP,ko-KR,102221,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣胡安,,
상 마르티뉴,サン・マルチーニョ,ja-JP,ko-KR,900463,风帆,Sailing Frigate,飓风船团,Tempesta,,,圣马丁号,,
새러토가,サラトガ,ja-JP,ko-KR,107031,正航,Aircraft Carrier,白鹰,Eagle Union,,,萨拉托加,,
샌 재신토,サン・ジャシント,ja-JP,ko-KR,107301,轻航,Light Carrier,白鹰,Eagle Union,,,圣哈辛托,,
샌디,シャンディ,ja-JP,ko-KR,10600121,重巡,Heavy Cruiser,联动阵营,Collab,,,香迪,,
샌디에이고,サンディエゴ,ja-JP,ko-KR,102081,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣地亚哥,圣戴安娜,
샌프란시스코,サンフランシスコ,ja-JP,ko-KR,103141,重巡,Heavy Cruiser,白鹰,Eagle Union,,,旧金山,雾城,
생 루이,サン・ルイ,ja-JP,ko-KR,899011,重巡,Heavy Cruiser,自由鸢尾,Iris Libre,,,路易九世,,
샤른호르스트,シャルンホルスト,ja-JP,ko-KR,404011,战巡,Battlecruiser,铁血,Iron Blood,,,沙恩霍斯特,格尔林德,
샤른호르스트·META,シャルンホルスト(META),ja-JP,ko-KR,9704021,战巡,Battlecruiser,META,META,META,,沙恩霍斯特·META,格尔林德·META,
샹그릴라,シャングリラ,ja-JP,ko-KR,107381,正航,Aircraft Carrier,白鹰,Eagle Union,,,香格里拉,,
샹파뉴,シャンパーニュ,ja-JP,ko-KR,899021,战列,Battleship,自由鸢尾,Iris Libre,,,香槟,,
서식스,サセックス,ja-JP,ko-KR,203091,重巡,Heavy Cruiser,皇家,Royal Navy,,,苏塞克斯,,
서포크,サフォーク,ja-JP,ko-KR,203041,重巡,Heavy Cruiser,皇家,Royal Navy,,,萨福克,,
세리 글로스,セリ・グロース,ja-JP,ko-KR,10900051,正航,Aircraft Carrier,联动阵营,Collab,,,赛莉·古劳斯,,
세바스토폴,セヴァストポリ,ja-JP,ko-KR,705071,战列,Battleship,北方联合,Northern Parliament,,,塞瓦斯托波尔,,
세인트루이스,セントルイス,ja-JP,ko-KR,102131,轻巡,Light Cruiser,白鹰,Eagle Union,,,圣路易斯,,
센다이,川内,ja-JP,ko-KR,302121,轻巡,Light Cruiser,重樱,Sakura Empire,,,川内,貆,
센토,セントー,ja-JP,ko-KR,206041,轻航,Light Carrier,皇家,Royal Navy,,,半人马,,
셰필드,シェフィールド,ja-JP,ko-KR,202081,轻巡,Light Cruiser,皇家,Royal Navy,,,谢菲尔德,,
셰필드(μ장비),シェフィールド(μ兵装),ja-JP,ko-KR,202251,轻巡,Light Cruiser,皇家,Royal Navy,μ兵装,,谢菲尔德(μ兵装),,
셰필드·META,シェフィールド(META),ja-JP,ko-KR,9702031,轻巡,Light Cruiser,META,META,META,,谢菲尔德·META,,
소류,蒼龍,ja-JP,ko-KR,307031,正航,Aircraft Carrier,重樱,Sakura Empire,,,苍龙,蛟,
소류·META,蒼龍(META),ja-JP,ko-KR,9707031,正航,Aircraft Carrier,META,META,META,,苍龙·META,蛟·META,
