category,category_label,id,zh-CN,ja-JP,zh-TW,en-US,ko-KR,th-TH,src_table
10_enemy,敌人,Enemy.7823199,稻草人(第二波),かかし,稻草人,Scarecrow (Wave 2),허수아비,หุ่นไล่กา (เวฟ 2),enemies.json
10_enemy,敌人,Enemy.7823299,稻草人(第三波),かかし,稻草人,Scarecrow (Wave 3),허수아비,หุ่นไล่กา (เวฟ 3),enemies.json
10_enemy,敌人,Enemy.7921503,ユキノ,ユキノ,ユキノ,Yukino,유키노,ยูกิโนะ,enemies.json
10_enemy,敌人,Enemy.7921602,クルミ,クルミ,クルミ,Kurumi,쿠루미,คุรุมิ,enemies.json
10_enemy,敌人,Enemy.7921702,ニコ,ニコ,ニコ,Niko,니코,นิโกะ,enemies.json
10_enemy,敌人,Enemy.7921802,オトギ,オトギ,オトギ,Otogi,오토기,โอโทกิ,enemies.json
10_enemy,敌人,Enemy.7960000,Binah(色彩),ビナー（色彩）,薇娜 (色彩),Binah (Chroma),비나 (색채),บีนาห์ (สีสัน),enemies.json
10_enemy,敌人,Enemy.7961000,白(色彩),シロ（色彩）,白 (色彩),Shiro (Chroma),시로 (색채),ชิโระ (สีสัน),enemies.json
10_enemy,敌人,Enemy.7961010,黑(色彩),クロ（色彩）,黑 (色彩),Kuro (Chroma),쿠로 (색채),คุโระ (สีสัน),enemies.json
10_enemy,敌人,Enemy.7962000,希罗尼穆斯(色彩),ヒエロニムス（色彩）,耶羅尼姆斯 (色彩),Hieronymus (Chroma),예로니무스 (색채),ไฮโรนีมัส (สีสัน),enemies.json
10_enemy,敌人,Enemy.7962501,紫色圣遗物,紫色の聖遺物,紫色聖遺物,Violet Relic,성유물,เรลิกม่วง,enemies.json
10_enemy,敌人,Enemy.7963000,Chesed(色彩),ケセド（色彩）,赫賽德 (色彩),Chesed (Chroma),헤세드 (색채),เชเซ็ด (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963001,色彩化实验型自动机(AR),実験用オートマタ（AR）,實驗用自動機 (AR),Chromatic Automaton (AR),실험용 오토마타 (AR),หุ่นจักรกลทดลอง AR (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963003,色彩化实验型无人机(导弹),実験用ドローン（Missile）,實驗用無人機 (Missile),Chromatic Drone (Missile),실험용 드론 (Missile),โดรนทดลองมิสไซล์ (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963005,色彩化实验型无人机(机枪),実験用ドローン（Vulcan）,實驗用無人機 (Vulcan),Chromatic Drone (Vulcan),실험용 드론 (Vulcan),โดรนทดลองวัลแคน (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963007,色彩化防御炮塔,ガードタワー,防禦塔,Chromatic Guard Tower,가드 타워,การ์ด ทาวเวอร์ (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963009,色彩化歌利亚,ゴリアテ,歌利亞,Chromatic Goliath,골리앗,หุ่นยักษ์โกลิอัท (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963103,色彩化实验型自动机(AR),実験用ドローン（Missile）,實驗用無人機 (Missile),Chromatic Automaton (AR),실험용 드론 (Missile),หุ่นจักรกลทดลอง AR (สีสัน),enemies.json
10_enemy,敌人,Enemy.7963511,色彩化清扫器,スイーパー,清除器,Chromatic Sweeper,스위퍼,หุ่นดูดฝุ่น (สีสัน),enemies.json
10_enemy,敌人,Enemy.7964001,Hod(色彩),ホド（色彩）,霍德 (色彩),Hod (Chroma),호드 (색채),HOD (สีสัน),enemies.json
10_enemy,敌人,Enemy.7964002,色彩化侵蚀之柱,インベイドピラー,色彩 入侵者之柱,Chromatic Erosion Tower,침식 타워,เสากัดกร่อน (สีสัน),enemies.json
10_enemy,敌人,Enemy.7965001,佩洛洛基拉(色彩),ペロロジラ（色彩）,佩洛洛吉拉 (色彩),Perorodzilla (Chroma),페로로지라 (색채),เพโรโร่ซิลล่า (สีสัน),enemies.json
10_enemy,敌人,Enemy.7965002,色彩化佩洛洛,ペロロミニオン,佩洛洛士兵,Perorominion,페로로 미니언,ลูกสมุนบิ๊กเพโรโร่,enemies.json
10_enemy,敌人,Enemy.7965026,色彩化小型佩洛洛,小型のペロロミニオン,小型佩洛洛士兵,Small Perorominion,소형 페로로 미니언,ลูกสมุนเพโรโร่,enemies.json
10_enemy,敌人,Enemy.8020018,切里诺,チェリノ,潔莉諾,Cherino,체리노,เชริโน่,enemies.json
10_enemy,敌人,Enemy.8020019,智惠,トモエ,智惠,Tomoe,토모에,โทโมเอะ,enemies.json
10_enemy,敌人,Enemy.8030008,好斗的贾斯蒂娜信徒,好戦的なユスティナ信徒,好戰的優斯提娜聖徒,Belligerent Justina Follower,호전적인 유스티나 성도,สาวกยูสตาร์ก้าวร้าว,enemies.json
10_enemy,敌人,Enemy.8050010,残酷的玄武商会成员,無慈悲な玄武商会のメンバー,殘酷的玄武商會員工,Ruthless Black Tortoise Promenade Member,무자비한 현무상회 직원,พนักงานย่านการค้าเทพเต่าดำอำมหิต,enemies.json
10_enemy,敌人,Enemy.8050040,鲁莽的玄武商会成员,猪突猛進の玄武商会のメンバー,魯莽的玄武商會員工,Brazen Black Tortoise Promenade Member,저돌적인 현무상회 직원,พนักงานย่านการค้าเทพเต่าดำมุทะลุ,enemies.json
10_enemy,敌人,Enemy.8080012,狡猾的温泉开发部成员,狡猾な温泉開発部員,狡猾的溫泉開發部成員,Conniving Hot Springs Member,교활한 온천개발부원,สมาชิกชมรมพัฒนาออนเซ็นเจ้าเล่ห์,enemies.json
10_enemy,敌人,Enemy.8100020,被若藻抢走的装甲车,ワカモに奪われた装甲車,被奪取的若藻裝甲車,Hijacked Wakamo Armored Vehicle,탈취된 와카모 장갑차,รถหุ้มเกราะวาคาโมะที่ถูกชิง,enemies.json
10_enemy,敌人,Enemy.8110010,若藻,ワカモ,若藻,Wakamo,와카모,วาคาโมะ,enemies.json
10_enemy,敌人,Enemy.8150043,野宫,ノノミ,野乃美,Nonomi,노노미,โนโนมิ,enemies.json
10_enemy,敌人,Enemy.8180054,柴郡猫,チェシャーキャット,柴郡貓,Cheshire Cat,체셔캣,เชสเชียร์แคท,enemies.json
10_enemy,敌人,Enemy.8190051,玛利娜,マリナ,瑪麗娜,Marina,마리나,มารินะ,enemies.json
10_enemy,敌人,Enemy.8190053,时雨,シグレ,時雨,Shigure,시구레,ชิกุเระ,enemies.json
10_enemy,敌人,Enemy.8190054,和香,ノドカ,和香,Nodoka,노도카,โนโดกะ,enemies.json
10_enemy,敌人,Enemy.8190056,伊吕波,イロハ,伊呂波,Iroha,이로하,อิโรฮะ,enemies.json
10_enemy,敌人,Enemy.8200014,高级食材运输车,高級食材運搬車,高級食材搬運車輛,High-Quality Ingredient Transportation Vehicle,고급 식재료 운반 차량,พาหนะลำเลียงวัตถุดิบชั้นสูง,enemies.json
10_enemy,敌人,Enemy.8220014,具攻击性的无名守护者Type.M,攻撃的な無名の守護者Type.M,具攻擊性的無名守護者Type.M,Aggressive Unknown Guardian Type M,공격적인 무명수호자 Type.M,ผู้พิทักษ์นิรนามจู่โจม Type.M,enemies.json
10_enemy,敌人,Enemy.8250303,柚子(女仆),ユズ（メイド）,ユズ（メイド）,Yuzu (Maid),유즈(메이드),ยูสึ (เมด),enemies.json
10_enemy,敌人,Enemy.8250304,爱丽丝(女仆),アリス（メイド）,アリス（メイド）,Aris (Maid),아리스(메이드),อาริสึ (เมด),enemies.json
10_enemy,敌人,Enemy.8250305,时(兔女郎),トキ（バニーガール）,トキ（バニーガール）,Toki (Bunny),토키(바니걸),โทคิ (บันนี่เกิร์ล),enemies.json
10_enemy,敌人,Enemy.8260303,瞬,シュン,旬,Shun,슌,ชุน,enemies.json
10_enemy,敌人,Enemy.8260305,心奈,ココナ,心菜,Kokona,코코나,โคโคน่า,enemies.json
10_enemy,敌人,Enemy.8260306,纱绫,サヤ,沙耶,Saya,사야,ซายะ,enemies.json
10_enemy,敌人,Enemy.8270301,宫子(泳装),ミヤコ（水着）,ミヤコ（水着）,Miyako (Swimsuit),미야코(수영복),มิยาโกะ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.8270302,咲(泳装),サキ（水着）,サキ（水着）,Saki (Swimsuit),사키(수영복),ซากิ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.8270303,美游(泳装),ミユ（水着）,ミユ（水着）,Miyu (Swimsuit),미유(수영복),มิยุ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.8270304,萌绘,モエ,萌,Moe,모에,โมเอะ,enemies.json
10_enemy,敌人,Enemy.8280201,忧(泳装),ウイ（水着）,ウイ（水着）,Ui (Swimsuit),우이(수영복),อุย (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.8280202,小春(泳装),コハル（水着）,コハル（水着）,Koharu (Swimsuit),코하루(수영복),โคฮารุ (ชุดว่ายน้ำ),enemies.json
10_enemy,敌人,Enemy.8280203,日向(泳装),ヒナタ（水着）,ヒナタ（水着）,Hinata (Swimsuit),히나타(수영복),ฮินาตะ (ชุดว่ายน้ำ),enemies.json
